ride_type,hour,mean
bike,0,1238.590909090909
bike,1,994.8125
bike,2,1376.142857142857
bike,3,500.85714285714283
bike,4,264.5
bike,5,672.8888888888889
bike,6,1154.304347826087
bike,7,2409.898305084746
bike,8,892.9411764705883
bike,9,1004.2368421052631
bike,10,995.2894736842105
bike,11,1077.75
bike,12,1066.6607142857142
bike,13,1231.5348837209303
bike,14,1215.7818181818182
bike,15,920.2647058823529
bike,16,1074.7065217391305
bike,17,1221.2416666666666
bike,18,972.1631205673759
bike,19,1066.1348314606741
bike,20,802.8313253012049
bike,21,747.8409090909091
bike,22,2869.9791666666665
bike,23,1468.2068965517242
taxi,0,821.75
taxi,1,436.6
taxi,2,922.75
taxi,3,673.3333333333334
taxi,4,694.0
taxi,5,740.1
taxi,6,861.8333333333334
taxi,7,798.3272727272728
taxi,8,814.6486486486486
taxi,9,751.7941176470588
taxi,10,768.6756756756756
taxi,11,1912.7402597402597
taxi,12,777.8142857142857
taxi,13,751.4935064935065
taxi,14,811.5238095238095
taxi,15,747.3387096774194
taxi,16,814.1111111111111
taxi,17,755.4931506849315
taxi,18,2146.646153846154
taxi,19,553.6029411764706
taxi,20,585.25
taxi,21,591.3333333333334
taxi,22,952.625
taxi,23,671.5416666666666
