ride_type,hour,mean
bike,0,685.96
bike,1,948.0666666666667
bike,2,916.6923076923077
bike,3,1487.3076923076924
bike,4,1540.1666666666667
bike,5,1884.5555555555557
bike,6,1248.5625
bike,7,923.8780487804878
bike,8,1063.3666666666666
bike,9,1123.016393442623
bike,10,870.0370370370371
bike,11,1331.90625
bike,12,1308.290909090909
bike,13,1545.9322033898304
bike,14,1947.148148148148
bike,15,1894.1603773584907
bike,16,1417.25
bike,17,1252.4895833333333
bike,18,1379.375
bike,19,1535.360465116279
bike,20,2716.311688311688
bike,21,1198.92
bike,22,1033.7142857142858
bike,23,799.0555555555555
taxi,0,591.6428571428571
taxi,1,835.6666666666666
taxi,2,595.5714285714286
taxi,3,757.5
taxi,4,551.25
taxi,5,707.5714285714286
taxi,6,721.4375
taxi,7,837.1904761904761
taxi,8,989.1176470588235
taxi,9,837.375
taxi,10,868.0
taxi,11,959.9285714285714
taxi,12,905.1428571428571
taxi,13,1206.0
taxi,14,956.8260869565217
taxi,15,4569.785714285715
taxi,16,676.0
taxi,17,1004.3333333333334
taxi,18,738.6315789473684
taxi,19,811.1666666666666
taxi,20,887.3333333333334
taxi,21,860.4
taxi,22,668.7142857142857
taxi,23,571.5
