ride_type,hour,mean
bike,0,944.2575757575758
bike,1,1020.8
bike,2,559.84
bike,3,3099.96
bike,4,875.875
bike,5,454.05555555555554
bike,6,432.984375
bike,7,580.264
bike,8,777.0847457627119
bike,9,853.872
bike,10,1148.4166666666667
bike,11,1580.6458333333333
bike,12,1149.3816425120774
bike,13,1149.0842911877394
bike,14,1197.4466019417475
bike,15,1680.508547008547
bike,16,1709.9
bike,17,858.9825436408978
bike,18,1025.0094339622642
bike,19,1228.6011560693642
bike,20,928.2966101694915
bike,21,922.080459770115
bike,22,980.36
bike,23,925.4
taxi,0,1150.5828571428572
taxi,1,700.4173913043478
taxi,2,524.4556962025316
taxi,3,691.85
taxi,4,870.1666666666666
taxi,5,2480.9491525423728
taxi,6,926.5096153846154
taxi,7,850.1205673758865
taxi,8,877.0753968253969
taxi,9,1296.6753623188406
taxi,10,853.6108597285067
taxi,11,926.8457943925233
taxi,12,1151.5604838709678
taxi,13,997.0207039337474
taxi,14,1183.3333333333333
taxi,15,1408.8807947019868
taxi,16,1088.7191011235955
taxi,17,858.146408839779
taxi,18,613.0845588235294
taxi,19,613.671875
taxi,20,957.6623931623932
taxi,21,615.2421524663677
taxi,22,952.7993421052631
taxi,23,633.8978102189781
