ride_type,hour,mean
bike,0,1400.6666666666667
bike,1,1253.8
bike,2,219.0
bike,3,2255.0
bike,4,
bike,5,1434.1
bike,6,1085.8
bike,7,685.6153846153846
bike,8,937.9036144578313
bike,9,1009.0714285714286
bike,10,935.3111111111111
bike,11,1352.014705882353
bike,12,1469.6833333333334
bike,13,1241.1803278688524
bike,14,943.0515463917526
bike,15,1026.9850746268658
bike,16,1277.20987654321
bike,17,959.3086419753087
bike,18,890.5333333333333
bike,19,1423.6633663366338
bike,20,1228.825
bike,21,935.2533333333333
bike,22,1089.2131147540983
bike,23,1143.421052631579
taxi,0,
taxi,1,882.0
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,
taxi,7,4.5
taxi,8,
taxi,9,
taxi,10,
taxi,11,
taxi,12,1343.0
taxi,13,1057.0
taxi,14,
taxi,15,1854.5
taxi,16,
taxi,17,
taxi,18,
taxi,19,
taxi,20,
taxi,21,
taxi,22,
taxi,23,
