ride_type,hour,mean
bike,0,1067.5081967213114
bike,1,848.8421052631579
bike,2,1048.6923076923076
bike,3,840.8181818181819
bike,4,945.75
bike,5,621.7692307692307
bike,6,670.0807453416149
bike,7,826.6813186813187
bike,8,1090.64
bike,9,976.0593220338983
bike,10,873.9810126582279
bike,11,1054.7535545023698
bike,12,1193.0891472868218
bike,13,1241.890625
bike,14,1025.1609589041095
bike,15,1083.873786407767
bike,16,1125.0776119402985
bike,17,876.1454918032787
bike,18,945.1584699453551
bike,19,944.8097165991903
bike,20,1282.7886977886978
bike,21,1095.3661417322835
bike,22,1277.502564102564
bike,23,1096.5663716814158
taxi,0,665.074074074074
taxi,1,914.3333333333334
taxi,2,1025.888888888889
taxi,3,884.0
taxi,4,1246.0
taxi,5,817.55
taxi,6,654.6478873239437
taxi,7,764.7226890756302
taxi,8,666.7660550458716
taxi,9,696.3828125
taxi,10,1313.0491228070175
taxi,11,658.2883895131087
taxi,12,685.9436090225564
taxi,13,949.3240418118467
taxi,14,676.2633451957296
taxi,15,620.9464285714286
taxi,16,659.6641221374045
taxi,17,618.1144067796611
taxi,18,579.9763779527559
taxi,19,565.1538461538462
taxi,20,1819.3428571428572
taxi,21,1343.4690265486727
taxi,22,734.9310344827586
taxi,23,558.5833333333334
