ride_type,hour,mean
bike,0,1185.2666666666667
bike,1,1030.1
bike,2,806.8
bike,3,2125.5
bike,4,725.0
bike,5,730.5
bike,6,524.7777777777778
bike,7,738.3
bike,8,1503.25
bike,9,1329.0
bike,10,2092.8333333333335
bike,11,2214.1176470588234
bike,12,1477.1363636363637
bike,13,1007.3157894736842
bike,14,1019.6521739130435
bike,15,2014.3636363636363
bike,16,1227.4545454545455
bike,17,1278.08
bike,18,1102.7916666666667
bike,19,1063.8
bike,20,4949.96
bike,21,996.5882352941177
bike,22,483.3076923076923
bike,23,1438.6666666666667
taxi,0,
taxi,1,
taxi,2,2200.0
taxi,3,
taxi,4,
taxi,5,1202.0
taxi,6,2334.0
taxi,7,1627.5
taxi,8,2369.0
taxi,9,2654.3333333333335
taxi,10,1039.0
taxi,11,1313.0
taxi,12,2529.5
taxi,13,1491.5
taxi,14,1812.0
taxi,15,2880.0
taxi,16,2909.0
taxi,17,1701.0
taxi,18,
taxi,19,
taxi,20,291.0
taxi,21,
taxi,22,
taxi,23,
