ride_type,hour,mean
bike,0,932.9166666666666
bike,1,765.4285714285714
bike,2,857.8888888888889
bike,3,804.0
bike,4,798.2333333333333
bike,5,612.9
bike,6,733.9130434782609
bike,7,802.1019108280254
bike,8,806.4601769911504
bike,9,932.7731958762887
bike,10,950.0621761658031
bike,11,919.0756756756757
bike,12,872.2948717948718
bike,13,886.7422222222223
bike,14,1383.936974789916
bike,15,982.8798449612403
bike,16,851.7767295597484
bike,17,857.6833855799373
bike,18,956.5396341463414
bike,19,875.8171641791045
bike,20,1218.1391304347826
bike,21,992.6503067484663
bike,22,1040.3069306930693
bike,23,2112.1807228915663
taxi,0,640.0322580645161
taxi,1,666.6111111111111
taxi,2,694.4166666666666
taxi,3,524.0
taxi,4,680.7272727272727
taxi,5,565.4
taxi,6,761.9607843137255
taxi,7,688.6206896551724
taxi,8,708.4395604395604
taxi,9,762.5714285714286
taxi,10,724.9268292682926
taxi,11,1801.9866666666667
taxi,12,1556.25
taxi,13,737.7708333333334
taxi,14,833.3135593220339
taxi,15,892.1481481481482
taxi,16,782.3809523809524
taxi,17,730.5932203389831
taxi,18,655.4631578947368
taxi,19,590.4459459459459
taxi,20,538.4307692307692
taxi,21,698.4754098360655
taxi,22,506.8205128205128
taxi,23,666.551724137931
