ride_type,hour,mean
bike,0,898.0689655172414
bike,1,794.0526315789474
bike,2,514.5833333333334
bike,3,1193.2727272727273
bike,4,6670.8
bike,5,904.0454545454545
bike,6,1021.6923076923077
bike,7,678.9779411764706
bike,8,790.2090395480226
bike,9,774.3170731707318
bike,10,817.2148148148148
bike,11,2625.735849056604
bike,12,877.3235294117648
bike,13,867.2931937172775
bike,14,833.5515151515151
bike,15,890.039408866995
bike,16,880.5089285714286
bike,17,1019.9154078549849
bike,18,928.0498442367601
bike,19,848.6798561151079
bike,20,911.8247422680413
bike,21,967.3565891472869
bike,22,1011.3243243243244
bike,23,916.688524590164
taxi,0,1427.38
taxi,1,475.34615384615387
taxi,2,598.8
taxi,3,511.25
taxi,4,4253.333333333333
taxi,5,824.45
taxi,6,534.0454545454545
taxi,7,570.9532710280374
taxi,8,611.6297229219143
taxi,9,582.5348258706467
taxi,10,1256.3348729792149
taxi,11,642.0164319248827
taxi,12,767.4069529652352
taxi,13,1135.549356223176
taxi,14,587.7876712328767
taxi,15,722.5435779816514
taxi,16,665.0556900726392
taxi,17,662.6976241900647
taxi,18,724.6508875739645
taxi,19,489.86117647058825
taxi,20,492.2453416149068
taxi,21,1016.8816199376947
taxi,22,503.07964601769913
taxi,23,1077.0337837837837
