ride_type,hour,mean
bike,0,1156.051724137931
bike,1,801.0909090909091
bike,2,911.3076923076923
bike,3,601.6666666666666
bike,4,953.6666666666666
bike,5,662.32
bike,6,650.9433962264151
bike,7,656.9454545454546
bike,8,686.3649122807018
bike,9,822.08
bike,10,1221.6983240223465
bike,11,1068.797385620915
bike,12,952.7549019607843
bike,13,1137.6359832635983
bike,14,913.232044198895
bike,15,825.930735930736
bike,16,837.3938356164383
bike,17,962.5302325581396
bike,18,1072.6931818181818
bike,19,890.0182926829268
bike,20,1354.3041666666666
bike,21,899.4558823529412
bike,22,894.2621359223301
bike,23,1056.6333333333334
taxi,0,594.8115942028985
taxi,1,502.69444444444446
taxi,2,483.72727272727275
taxi,3,684.4285714285714
taxi,4,875.7777777777778
taxi,5,822.9565217391304
taxi,6,568.5692307692308
taxi,7,584.1767955801105
taxi,8,652.8931297709923
taxi,9,653.9028340080972
taxi,10,649.6420233463035
taxi,11,646.1184668989547
taxi,12,1488.0098039215686
taxi,13,952.1847133757962
taxi,14,1002.8205128205128
taxi,15,792.1413043478261
taxi,16,685.2061855670103
taxi,17,658.5472779369627
taxi,18,823.6279761904761
taxi,19,559.942238267148
taxi,20,518.8636363636364
taxi,21,583.2620320855615
taxi,22,569.0892857142857
taxi,23,542.1066666666667
