ride_type,hour,mean
bike,0,1126.030303030303
bike,1,582.6470588235294
bike,2,1181.888888888889
bike,3,364.1666666666667
bike,4,472.1666666666667
bike,5,1730.125
bike,6,1077.45
bike,7,1132.1529411764707
bike,8,959.2718446601941
bike,9,1065.142857142857
bike,10,1022.1612903225806
bike,11,1321.2169811320755
bike,12,1311.2450980392157
bike,13,1148.6013986013986
bike,14,1081.9473684210527
bike,15,856.0
bike,16,1039.639455782313
bike,17,1577.3885350318471
bike,18,1101.5846994535518
bike,19,1579.4906832298136
bike,20,1279.016129032258
bike,21,788.1294117647059
bike,22,1024.4516129032259
bike,23,951.0
taxi,0,806.76
taxi,1,8956.8
taxi,2,682.8333333333334
taxi,3,967.0
taxi,4,547.625
taxi,5,836.0769230769231
taxi,6,813.8125
taxi,7,969.3157894736842
taxi,8,1600.2051282051282
taxi,9,880.8582677165355
taxi,10,744.629213483146
taxi,11,901.0183486238532
taxi,12,896.8495575221239
taxi,13,803.4864864864865
taxi,14,1118.1023622047244
taxi,15,845.5714285714286
taxi,16,889.2596153846154
taxi,17,772.8372093023256
taxi,18,1358.8217054263566
taxi,19,740.6626506024096
taxi,20,674.3220338983051
taxi,21,768.1166666666667
taxi,22,734.9428571428572
taxi,23,3302.75
