ride_type,hour,mean
bike,0,216.0
bike,1,1708.5
bike,2,
bike,3,
bike,4,
bike,5,
bike,6,1418.0
bike,7,1370.7272727272727
bike,8,1099.2727272727273
bike,9,1361.5333333333333
bike,10,1950.7777777777778
bike,11,1649.6666666666667
bike,12,1689.5333333333333
bike,13,2134.3333333333335
bike,14,1445.090909090909
bike,15,2228.233333333333
bike,16,2020.3617021276596
bike,17,1373.45
bike,18,1478.6744186046512
bike,19,1284.0
bike,20,5918.9473684210525
bike,21,1788.375
bike,22,2732.6666666666665
bike,23,2902.25
taxi,0,669.0
taxi,1,
taxi,2,542.0
taxi,3,
taxi,4,
taxi,5,
taxi,6,786.5
taxi,7,
taxi,8,887.6666666666666
taxi,9,874.6
taxi,10,1032.8333333333333
taxi,11,817.75
taxi,12,717.0
taxi,13,681.2608695652174
taxi,14,6897.821428571428
taxi,15,1132.92
taxi,16,1151.3
taxi,17,1125.4166666666667
taxi,18,1117.111111111111
taxi,19,860.1666666666666
taxi,20,919.8333333333334
taxi,21,658.5
taxi,22,
taxi,23,1160.6666666666667
