ride_type,hour,mean
bike,0,342.5
bike,1,
bike,2,
bike,3,
bike,4,
bike,5,
bike,6,
bike,7,1001.75
bike,8,1582.3333333333333
bike,9,1632.875
bike,10,1592.0
bike,11,1692.857142857143
bike,12,1341.7777777777778
bike,13,1788.3055555555557
bike,14,1647.7428571428572
bike,15,1706.659090909091
bike,16,1762.2
bike,17,1435.542372881356
bike,18,1612.741935483871
bike,19,1603.076923076923
bike,20,1200.0222222222221
bike,21,1014.8260869565217
bike,22,1649.909090909091
bike,23,
taxi,0,
taxi,1,
taxi,2,
taxi,3,
taxi,4,617.0
taxi,5,
taxi,6,
taxi,7,1306.0
taxi,8,1651.5
taxi,9,
taxi,10,1414.0
taxi,11,
taxi,12,
taxi,13,889.0
taxi,14,1290.0
taxi,15,
taxi,16,1139.0
taxi,17,
taxi,18,592.0
taxi,19,1560.0
taxi,20,
taxi,21,491.5
taxi,22,
taxi,23,1029.0
