ride_type,hour,mean
bike,0,1757.662037037037
bike,1,1044.7295081967213
bike,2,1149.6984126984128
bike,3,1162.7027027027027
bike,4,3931.703703703704
bike,5,625.0833333333334
bike,6,578.7017543859649
bike,7,610.8197879858657
bike,8,672.7518987341772
bike,9,707.820809248555
bike,10,833.6539509536784
bike,11,857.989501312336
bike,12,886.304721030043
bike,13,959.2490272373541
bike,14,1179.734225621415
bike,15,896.0390625
bike,16,886.2194244604317
bike,17,803.5685997171146
bike,18,990.407614781635
bike,19,848.1568894952251
bike,20,1278.2150170648465
bike,21,982.3735224586288
bike,22,969.6531986531986
bike,23,946.5261044176707
taxi,0,701.0656934306569
taxi,1,649.9047619047619
taxi,2,750.2564102564103
taxi,3,676.1904761904761
taxi,4,804.3333333333334
taxi,5,852.3529411764706
taxi,6,983.9
taxi,7,942.9230769230769
taxi,8,852.6666666666666
taxi,9,733.2954545454545
taxi,10,767.0943396226415
taxi,11,872.4084507042254
taxi,12,857.375
taxi,13,847.3152173913044
taxi,14,835.8387096774194
taxi,15,2653.176470588235
taxi,16,2627.4356435643563
taxi,17,1831.4901960784314
taxi,18,798.8691588785047
taxi,19,736.8363636363637
taxi,20,758.4380165289256
taxi,21,1388.3185185185184
taxi,22,1300.235294117647
taxi,23,738.7464788732394
