ride_type,hour,mean
bike,0,883.2941176470588
bike,1,478.5
bike,2,693.1666666666666
bike,3,417.5
bike,4,815.3333333333334
bike,5,429.0
bike,6,883.9333333333333
bike,7,1063.7142857142858
bike,8,1222.9473684210527
bike,9,661.3913043478261
bike,10,636.3333333333334
bike,11,4037.25
bike,12,778.6
bike,13,1348.3
bike,14,1197.5
bike,15,1072.4166666666667
bike,16,1428.5151515151515
bike,17,700.5227272727273
bike,18,987.1379310344828
bike,19,3574.5151515151515
bike,20,957.5384615384615
bike,21,1071.7333333333333
bike,22,1748.2608695652175
bike,23,1846.625
taxi,0,
taxi,1,
taxi,2,
taxi,3,
taxi,4,907.6
taxi,5,
taxi,6,1908.0
taxi,7,2520.0
taxi,8,1607.0
taxi,9,872.5
taxi,10,1560.0
taxi,11,6263.0
taxi,12,3660.0
taxi,13,1014.6666666666666
taxi,14,1532.5
taxi,15,2280.5
taxi,16,682.0
taxi,17,1970.0
taxi,18,1247.0
taxi,19,
taxi,20,2170.0
taxi,21,
taxi,22,900.0
taxi,23,
