ride_type,hour,mean
bike,0,1522.4117647058824
bike,1,880.75
bike,2,3353.5
bike,3,
bike,4,1471.0
bike,5,1122.3333333333333
bike,6,943.8571428571429
bike,7,2035.0
bike,8,1024.5882352941176
bike,9,1001.1
bike,10,1266.8857142857144
bike,11,1279.6923076923076
bike,12,1365.764705882353
bike,13,2097.767441860465
bike,14,1700.591836734694
bike,15,1722.5882352941176
bike,16,1479.5471698113208
bike,17,1461.8305084745762
bike,18,1472.4
bike,19,1443.8076923076924
bike,20,1313.6666666666667
bike,21,1262.3333333333333
bike,22,1201.48
bike,23,1237.3
taxi,0,
taxi,1,47.0
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,1800.0
taxi,7,
taxi,8,1810.0
taxi,9,
taxi,10,1146.0
taxi,11,
taxi,12,1565.0
taxi,13,1563.0
taxi,14,1321.0
taxi,15,
taxi,16,868.5
taxi,17,769.6666666666666
taxi,18,
taxi,19,2792.0
taxi,20,9.0
taxi,21,1713.0
taxi,22,2784.5
taxi,23,
