ride_type,hour,mean
bike,0,798.9666666666667
bike,1,2848.842105263158
bike,2,825.3333333333334
bike,3,876.2
bike,4,2600.0
bike,5,626.4
bike,6,479.89285714285717
bike,7,686.84375
bike,8,1055.4769230769232
bike,9,1801.2328767123288
bike,10,1119.0
bike,11,1255.7977528089887
bike,12,894.4636363636364
bike,13,811.0
bike,14,1012.4087591240876
bike,15,921.7348484848485
bike,16,1126.8433734939758
bike,17,972.4522821576763
bike,18,1007.6315789473684
bike,19,917.0493827160494
bike,20,889.968992248062
bike,21,942.5316455696203
bike,22,1027.4561403508771
bike,23,847.7777777777778
taxi,0,690.0625
taxi,1,842.0
taxi,2,582.4
taxi,3,599.4285714285714
taxi,4,799.3333333333334
taxi,5,901.5
taxi,6,685.8461538461538
taxi,7,797.9545454545455
taxi,8,796.9782608695652
taxi,9,729.4871794871794
taxi,10,826.9295774647887
taxi,11,727.4074074074074
taxi,12,823.1188118811881
taxi,13,894.4363636363636
taxi,14,1486.2954545454545
taxi,15,1908.7484662576687
taxi,16,940.5696202531645
taxi,17,1300.3071895424837
taxi,18,709.4545454545455
taxi,19,710.5845070422536
taxi,20,594.7768595041322
taxi,21,703.5166666666667
taxi,22,678.8623853211009
taxi,23,720.0777777777778
