ride_type,hour,mean
bike,0,1001.8939393939394
bike,1,2357.3137254901962
bike,2,2069.7272727272725
bike,3,633.9230769230769
bike,4,583.85
bike,5,1301.8275862068965
bike,6,821.3132530120482
bike,7,582.875
bike,8,598.7590361445783
bike,9,652.0622710622711
bike,10,987.728
bike,11,854.718045112782
bike,12,704.875
bike,13,1226.726153846154
bike,14,605.2116564417178
bike,15,986.355421686747
bike,16,1419.936416184971
bike,17,916.8886639676114
bike,18,789.8080985915493
bike,19,752.0597014925373
bike,20,701.1708074534162
bike,21,833.1928934010152
bike,22,1624.2125984251968
bike,23,929.7922077922078
taxi,0,587.8590604026846
taxi,1,699.0795454545455
taxi,2,658.0392156862745
taxi,3,782.4594594594595
taxi,4,797.5714285714286
taxi,5,906.4285714285714
taxi,6,622.060606060606
taxi,7,1168.5546875
taxi,8,1143.110497237569
taxi,9,1003.451476793249
taxi,10,665.9433333333334
taxi,11,629.5591397849462
taxi,12,664.5395189003436
taxi,13,695.7692307692307
taxi,14,677.9526462395543
taxi,15,739.6005509641873
taxi,16,907.7880299251871
taxi,17,928.9643765903307
taxi,18,1060.8346253229975
taxi,19,554.9123711340206
taxi,20,548.8356643356643
taxi,21,629.2020905923345
taxi,22,639.7088607594936
taxi,23,580.5333333333333
