ride_type,hour,mean
bike,0,1539.2857142857142
bike,1,15561.166666666666
bike,2,410.3333333333333
bike,3,939.0
bike,4,1238.0
bike,5,351.5
bike,6,983.75
bike,7,507.45454545454544
bike,8,468.5
bike,9,985.0
bike,10,901.8181818181819
bike,11,1877.25
bike,12,2079.769230769231
bike,13,1624.5
bike,14,1027.157894736842
bike,15,1290.7931034482758
bike,16,2577.1052631578946
bike,17,1076.2413793103449
bike,18,1637.1666666666667
bike,19,2431.75
bike,20,4332.037037037037
bike,21,901.0
bike,22,1568.5294117647059
bike,23,891.2857142857143
taxi,0,667.0
taxi,1,288.0
taxi,2,
taxi,3,
taxi,4,
taxi,5,204.0
taxi,6,725.0
taxi,7,
taxi,8,2383.0
taxi,9,1380.0
taxi,10,
taxi,11,568.0
taxi,12,1910.0
taxi,13,
taxi,14,1282.0
taxi,15,3010.0
taxi,16,
taxi,17,
taxi,18,836.0
taxi,19,
taxi,20,
taxi,21,
taxi,22,
taxi,23,480.0
