ride_type,hour,mean
bike,0,1025.1758241758241
bike,1,988.1788617886178
bike,2,1140.2089552238806
bike,3,848.7058823529412
bike,4,638.3235294117648
bike,5,1232.35
bike,6,590.04
bike,7,1271.408163265306
bike,8,828.4941860465116
bike,9,731.7925531914893
bike,10,750.5408805031446
bike,11,898.8190476190476
bike,12,728.365296803653
bike,13,865.7070707070707
bike,14,1082.378947368421
bike,15,850.4243697478992
bike,16,774.7212389380531
bike,17,815.3235294117648
bike,18,816.1643192488262
bike,19,1017.9448818897638
bike,20,854.2972972972973
bike,21,1316.1435897435897
bike,22,762.2132352941177
bike,23,835.5213675213676
taxi,0,1083.1176470588234
taxi,1,1340.8181818181818
taxi,2,989.6666666666666
taxi,3,851.75
taxi,4,926.8
taxi,5,1086.3333333333333
taxi,6,
taxi,7,1515.0
taxi,8,1708.0
taxi,9,1672.0
taxi,10,1465.25
taxi,11,1754.0
taxi,12,
taxi,13,1913.3333333333333
taxi,14,962.25
taxi,15,1830.6
taxi,16,1374.25
taxi,17,1156.0
taxi,18,45.5
taxi,19,916.75
taxi,20,1439.0
taxi,21,853.0
taxi,22,1177.5
taxi,23,1220.6666666666667
