ride_type,hour,mean
bike,0,1826.5149700598802
bike,1,1298.2833333333333
bike,2,812.0123456790124
bike,3,639.1176470588235
bike,4,3273.9302325581393
bike,5,832.3157894736842
bike,6,846.32
bike,7,1121.0377358490566
bike,8,1075.0886075949368
bike,9,924.3658536585366
bike,10,1042.360824742268
bike,11,868.3873873873874
bike,12,1586.9615384615386
bike,13,1026.3708609271523
bike,14,1025.9597701149426
bike,15,912.341935483871
bike,16,990.7167630057803
bike,17,1501.016304347826
bike,18,1032.4631147540983
bike,19,1159.4731707317073
bike,20,1018.0833333333334
bike,21,786.7814569536424
bike,22,2008.7457627118645
bike,23,1160.9065420560748
taxi,0,1317.0
taxi,1,428.5
taxi,2,
taxi,3,1585.0
taxi,4,1815.0
taxi,5,
taxi,6,15.0
taxi,7,1624.0
taxi,8,
taxi,9,900.5
taxi,10,
taxi,11,1860.0
taxi,12,824.5
taxi,13,
taxi,14,2153.6666666666665
taxi,15,2760.0
taxi,16,2100.0
taxi,17,1651.0
taxi,18,1687.75
taxi,19,1011.5
taxi,20,2059.6666666666665
taxi,21,784.0
taxi,22,1174.3333333333333
taxi,23,632.0
