ride_type,hour,mean
bike,0,802.0
bike,1,1316.5714285714287
bike,2,1259.7777777777778
bike,3,1362.75
bike,4,759.0
bike,5,1947.5
bike,6,293.0
bike,7,1739.1666666666667
bike,8,827.2857142857143
bike,9,1137.6666666666667
bike,10,5785.181818181818
bike,11,962.7368421052631
bike,12,929.9166666666666
bike,13,1245.6666666666667
bike,14,1581.6206896551723
bike,15,3997.36
bike,16,1484.2666666666667
bike,17,1249.1842105263158
bike,18,1278.3157894736842
bike,19,748.4736842105264
bike,20,1292.4
bike,21,791.4642857142857
bike,22,876.6428571428571
bike,23,1076.0714285714287
taxi,0,1500.0
taxi,1,584.5
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,2103.0
taxi,7,2391.8
taxi,8,
taxi,9,3047.5
taxi,10,1568.0
taxi,11,726.25
taxi,12,1469.0
taxi,13,
taxi,14,1792.0
taxi,15,1156.0
taxi,16,1295.0
taxi,17,1868.0
taxi,18,1261.5
taxi,19,
taxi,20,938.0
taxi,21,3760.0
taxi,22,
taxi,23,
