ride_type,hour,mean
bike,0,1386.144927536232
bike,1,793.918918918919
bike,2,1036.1
bike,3,1780.4545454545455
bike,4,546.9333333333333
bike,5,828.6363636363636
bike,6,1104.7272727272727
bike,7,936.9753086419753
bike,8,880.3492063492064
bike,9,1073.7136563876652
bike,10,818.9873949579832
bike,11,1428.6696035242292
bike,12,986.2895622895622
bike,13,981.0391304347826
bike,14,889.1589147286821
bike,15,859.5942857142857
bike,16,985.5535714285714
bike,17,940.8097447795824
bike,18,1018.4127310061601
bike,19,995.1708428246013
bike,20,963.0460992907801
bike,21,856.240174672489
bike,22,1687.7094594594594
bike,23,1223.64
taxi,0,1123.7777777777778
taxi,1,796.5
taxi,2,693.0
taxi,3,
taxi,4,798.0
taxi,5,1173.4
taxi,6,1027.111111111111
taxi,7,728.0
taxi,8,1232.888888888889
taxi,9,1457.375
taxi,10,1664.75
taxi,11,1271.142857142857
taxi,12,1069.875
taxi,13,808.5
taxi,14,1529.6666666666667
taxi,15,1672.857142857143
taxi,16,1167.4444444444443
taxi,17,644.9090909090909
taxi,18,1214.0
taxi,19,1155.3333333333333
taxi,20,881.0
taxi,21,820.1428571428571
taxi,22,1007.3076923076923
taxi,23,733.5454545454545
