ride_type,hour,mean
bike,0,1111.125
bike,1,1244.0
bike,2,861.25
bike,3,
bike,4,
bike,5,1130.0
bike,6,539.1666666666666
bike,7,785.6666666666666
bike,8,712.8846153846154
bike,9,610.5
bike,10,4635.521739130435
bike,11,1111.5
bike,12,720.0
bike,13,958.952380952381
bike,14,1743.8947368421052
bike,15,954.9130434782609
bike,16,845.5238095238095
bike,17,660.96
bike,18,775.4347826086956
bike,19,580.65
bike,20,2984.2
bike,21,878.0
bike,22,463.85714285714283
bike,23,2511.125
taxi,0,1521.0
taxi,1,
taxi,2,
taxi,3,
taxi,4,
taxi,5,
taxi,6,
taxi,7,
taxi,8,
taxi,9,950.5
taxi,10,2142.0
taxi,11,
taxi,12,1710.5
taxi,13,1705.5
taxi,14,1260.0
taxi,15,
taxi,16,356.5
taxi,17,
taxi,18,
taxi,19,1166.0
taxi,20,
taxi,21,260.0
taxi,22,
taxi,23,
