ride_type,hour,mean
bike,0,1926.9246031746031
bike,1,1338.11377245509
bike,2,1215.3297872340424
bike,3,3033.5254237288136
bike,4,1044.851851851852
bike,5,944.0227272727273
bike,6,1110.4044943820224
bike,7,863.9638554216867
bike,8,1020.3589743589744
bike,9,953.9854368932039
bike,10,853.5343137254902
bike,11,871.448275862069
bike,12,1092.0
bike,13,943.9494163424124
bike,14,1378.4422310756972
bike,15,935.4701754385965
bike,16,1075.5693950177936
bike,17,1237.3952879581152
bike,18,1218.5139534883722
bike,19,1210.494481236203
bike,20,974.84229390681
bike,21,1335.366515837104
bike,22,1219.3978494623657
bike,23,858.7517730496454
taxi,0,1136.8
taxi,1,1556.2857142857142
taxi,2,1318.0
taxi,3,
taxi,4,934.0
taxi,5,
taxi,6,1360.5
taxi,7,2646.0
taxi,8,2031.5
taxi,9,2821.0
taxi,10,2700.0
taxi,11,1994.6666666666667
taxi,12,2195.8
taxi,13,1366.0
taxi,14,3937.5
taxi,15,1193.0
taxi,16,2011.75
taxi,17,1140.0
taxi,18,2078.0
taxi,19,1662.5
taxi,20,1319.5
taxi,21,1413.0
taxi,22,717.0
taxi,23,1057.0
