ride_type,hour,mean
bike,0,893.25
bike,1,1501.7272727272727
bike,2,1422.0
bike,3,2454.0
bike,4,1627.0
bike,5,561.0
bike,6,1070.6666666666667
bike,7,901.1904761904761
bike,8,1110.2916666666667
bike,9,1134.75
bike,10,1345.3461538461538
bike,11,907.2916666666666
bike,12,867.6785714285714
bike,13,1650.8
bike,14,1045.4347826086957
bike,15,4109.482758620689
bike,16,1178.2631578947369
bike,17,1406.65
bike,18,1099.686274509804
bike,19,1133.0
bike,20,954.75
bike,21,2065.4285714285716
bike,22,1051.3636363636363
bike,23,422.45454545454544
taxi,0,
taxi,1,
taxi,2,6.0
taxi,3,
taxi,4,971.0
taxi,5,1953.5
taxi,6,1436.0
taxi,7,1740.0
taxi,8,1814.6666666666667
taxi,9,2282.125
taxi,10,1425.0
taxi,11,1800.0
taxi,12,1441.4
taxi,13,
taxi,14,5160.0
taxi,15,
taxi,16,8260.0
taxi,17,968.5
taxi,18,930.0
taxi,19,1953.0
taxi,20,
taxi,21,
taxi,22,
taxi,23,896.0
