ride_type,hour,mean
bike,0,2667.705882352941
bike,1,789.1428571428571
bike,2,772.0
bike,3,1826.8
bike,4,456.0
bike,5,619.0
bike,6,872.8888888888889
bike,7,685.6
bike,8,693.0833333333334
bike,9,667.4444444444445
bike,10,1100.75
bike,11,945.5294117647059
bike,12,2863.7
bike,13,1090.5
bike,14,2877.681818181818
bike,15,3007.4615384615386
bike,16,935.9310344827586
bike,17,3588.7948717948716
bike,18,1916.2926829268292
bike,19,792.2105263157895
bike,20,1117.590909090909
bike,21,4066.88
bike,22,989.8076923076923
bike,23,1020.6470588235294
taxi,0,
taxi,1,
taxi,2,
taxi,3,
taxi,4,
taxi,5,1021.0
taxi,6,1186.0
taxi,7,1724.0
taxi,8,2556.25
taxi,9,2059.6
taxi,10,2014.5714285714287
taxi,11,1498.0
taxi,12,1080.0
taxi,13,2203.0
taxi,14,1378.0
taxi,15,2110.75
taxi,16,2280.0
taxi,17,2459.0
taxi,18,
taxi,19,2362.0
taxi,20,600.0
taxi,21,
taxi,22,3905.0
taxi,23,631.0
