ride_type,hour,mean
bike,0,861.7446808510638
bike,1,889.53125
bike,2,3100.3636363636365
bike,3,854.25
bike,4,377.6
bike,5,695.7272727272727
bike,6,476.3076923076923
bike,7,461.8076923076923
bike,8,655.3333333333334
bike,9,606.9444444444445
bike,10,1281.3
bike,11,979.8055555555555
bike,12,902.3
bike,13,797.8775510204082
bike,14,1361.8431372549019
bike,15,1068.8846153846155
bike,16,1079.5934065934066
bike,17,932.8623853211009
bike,18,822.1467889908257
bike,19,1210.0114942528735
bike,20,1938.039603960396
bike,21,2143.875
bike,22,995.5357142857143
bike,23,677.921052631579
taxi,0,483.0
taxi,1,
taxi,2,
taxi,3,
taxi,4,
taxi,5,926.4
taxi,6,699.3333333333334
taxi,7,1249.0
taxi,8,646.875
taxi,9,
taxi,10,1423.6666666666667
taxi,11,1620.0
taxi,12,1275.6666666666667
taxi,13,2034.5
taxi,14,480.0
taxi,15,1697.4
taxi,16,1759.3333333333333
taxi,17,
taxi,18,1701.0
taxi,19,1195.75
taxi,20,421.0
taxi,21,1203.5
taxi,22,861.0
taxi,23,1128.0
