tripduration,index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
478.0,344,2,01/01/2021 12:12:52 AM,01/01/2021 12:20:50 AM,2,1.89,1,N,151,236,1,8.5,0.5,0.5,2.0,0.0,0.3,14.3,2.5
435.0,345,2,01/01/2021 12:25:33 AM,01/01/2021 12:32:48 AM,2,1.96,1,N,263,238,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
21.0,346,1,01/01/2021 12:01:19 AM,01/01/2021 12:01:40 AM,2,0.0,5,Y,75,75,1,10.0,0.0,0.0,0.0,0.0,0.3,10.3,0.0
278.0,348,2,01/01/2021 12:56:22 AM,01/01/2021 01:01:00 AM,1,0.77,1,N,74,74,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
545.0,349,2,01/01/2021 12:13:37 AM,01/01/2021 12:22:42 AM,1,1.12,1,N,230,234,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
1734.0,350,2,01/01/2021 12:34:54 AM,01/01/2021 01:03:48 AM,1,4.44,1,N,100,261,1,20.5,0.5,0.5,0.0,0.0,0.3,24.3,2.5
790.0,351,1,01/01/2021 12:13:46 AM,01/01/2021 12:26:56 AM,2,6.1,1,N,137,33,1,18.0,3.0,0.5,6.5,0.0,0.3,28.3,2.5
1047.0,352,2,01/01/2021 12:33:02 AM,01/01/2021 12:50:29 AM,1,3.22,1,N,48,144,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
645.0,353,2,01/01/2021 12:55:02 AM,01/01/2021 01:05:47 AM,1,2.64,1,N,114,68,1,10.5,0.5,0.5,2.5,0.0,0.3,16.8,2.5
152.0,355,2,01/01/2021 12:09:08 AM,01/01/2021 12:11:40 AM,1,0.5,1,N,107,137,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
422.0,356,2,01/01/2021 12:48:39 AM,01/01/2021 12:55:41 AM,1,2.49,1,N,170,141,1,9.0,0.5,0.5,3.84,0.0,0.3,16.64,2.5
727.0,357,2,01/01/2021 12:59:34 AM,01/01/2021 01:11:41 AM,1,1.97,1,N,141,48,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
518.0,359,2,01/01/2021 12:14:44 AM,01/01/2021 12:23:22 AM,1,1.85,1,N,48,90,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
444.0,360,2,01/01/2021 12:34:44 AM,01/01/2021 12:42:08 AM,1,1.17,1,N,48,90,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
445.0,361,1,01/01/2021 12:24:13 AM,01/01/2021 12:31:38 AM,1,0.9,1,Y,107,224,1,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1390.0,362,2,01/01/2021 12:32:02 AM,01/01/2021 12:55:12 AM,2,6.71,1,N,161,209,2,24.0,0.5,0.5,0.0,0.0,0.3,27.8,2.5
977.0,363,2,01/01/2021 12:59:53 AM,01/01/2021 01:16:10 AM,2,7.27,1,N,231,262,2,22.0,0.5,0.5,0.0,0.0,0.3,25.8,2.5
288.0,364,2,01/01/2021 12:31:21 AM,01/01/2021 12:36:09 AM,1,0.79,1,N,143,48,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
733.0,365,2,01/01/2021 12:45:46 AM,01/01/2021 12:57:59 AM,1,2.79,1,N,143,170,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
191.0,366,2,01/01/2021 12:07:51 AM,01/01/2021 12:11:02 AM,2,1.03,1,N,263,141,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
282.0,367,2,01/01/2021 12:17:33 AM,01/01/2021 12:22:15 AM,2,1.24,1,N,237,262,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
157.0,368,2,01/01/2021 12:29:04 AM,01/01/2021 12:31:41 AM,2,0.92,1,N,263,237,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
786.0,369,2,01/01/2021 12:50:29 AM,01/01/2021 01:03:35 AM,2,3.55,1,N,141,112,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
1133.0,370,2,01/01/2021 12:11:27 AM,01/01/2021 12:30:20 AM,5,5.47,1,N,48,88,2,18.5,0.5,0.5,0.0,0.0,0.3,22.3,2.5
1292.0,371,2,01/01/2021 12:41:38 AM,01/01/2021 01:03:10 AM,5,9.5,1,N,209,166,1,28.0,0.5,0.5,4.44,0.0,0.3,36.24,2.5
764.0,372,1,01/01/2021 12:47:07 AM,01/01/2021 12:59:51 AM,1,6.2,1,N,87,141,1,19.0,3.0,0.5,4.55,0.0,0.3,27.35,2.5
879.0,373,2,01/01/2021 12:07:43 AM,01/01/2021 12:22:22 AM,2,1.61,1,N,161,48,1,10.5,0.5,0.5,1.0,0.0,0.3,15.3,2.5
557.0,375,2,01/01/2021 12:33:33 AM,01/01/2021 12:42:50 AM,2,2.4,1,N,237,107,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
158.0,376,2,01/01/2021 12:21:11 AM,01/01/2021 12:23:49 AM,1,0.92,1,N,114,234,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
445.0,377,2,01/01/2021 12:38:14 AM,01/01/2021 12:45:39 AM,1,1.39,1,N,234,79,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
907.0,378,2,01/01/2021 12:53:03 AM,01/01/2021 01:08:10 AM,1,2.59,1,N,79,48,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
633.0,379,2,01/01/2021 12:38:21 AM,01/01/2021 12:48:54 AM,2,2.15,1,N,229,142,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
405.0,380,1,01/01/2021 12:27:09 AM,01/01/2021 12:33:54 AM,1,1.6,1,N,237,43,1,7.5,3.0,0.5,1.5,0.0,0.3,12.8,2.5
369.0,381,1,01/01/2021 12:36:34 AM,01/01/2021 12:42:43 AM,3,1.2,1,N,43,143,4,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
768.0,382,2,01/01/2021 12:27:09 AM,01/01/2021 12:39:57 AM,2,2.77,1,N,161,262,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
502.0,383,2,01/01/2021 12:44:27 AM,01/01/2021 12:52:49 AM,1,1.65,1,N,141,43,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
379.0,384,1,01/01/2021 12:01:09 AM,01/01/2021 12:07:28 AM,1,1.4,1,N,100,229,2,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
268.0,385,1,01/01/2021 12:42:59 AM,01/01/2021 12:47:27 AM,1,1.5,1,N,263,142,1,6.5,3.0,0.5,3.05,0.0,0.3,13.35,2.5
326.0,386,1,01/01/2021 12:50:53 AM,01/01/2021 12:56:19 AM,4,1.1,1,N,142,163,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
327.0,387,1,01/01/2021 12:58:49 AM,01/01/2021 01:04:16 AM,1,1.3,1,N,163,141,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
270.0,388,1,01/01/2021 12:19:47 AM,01/01/2021 12:24:17 AM,1,0.5,1,N,48,48,3,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
639.0,389,1,01/01/2021 12:40:12 AM,01/01/2021 12:50:51 AM,2,2.7,1,N,230,140,2,10.5,3.0,0.5,0.0,0.0,0.3,14.3,2.5
512.0,390,1,01/01/2021 12:58:30 AM,01/01/2021 01:07:02 AM,1,1.7,1,N,162,100,3,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
2036.0,391,1,01/01/2021 12:24:20 AM,01/01/2021 12:58:16 AM,1,11.1,1,N,230,17,1,35.0,3.0,0.5,7.75,0.0,0.3,46.55,2.5
1557.0,392,1,01/01/2021 12:22:50 AM,01/01/2021 12:48:47 AM,1,9.5,1,N,140,17,1,29.0,3.0,0.5,5.0,6.12,0.3,43.92,2.5
446.0,393,1,01/01/2021 12:32:30 AM,01/01/2021 12:39:56 AM,1,1.5,1,N,164,107,1,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5
311.0,394,1,01/01/2021 12:42:38 AM,01/01/2021 12:47:49 AM,3,2.0,1,N,224,229,1,7.5,3.0,0.5,3.0,0.0,0.3,14.3,2.5
229.0,395,1,01/01/2021 12:53:26 AM,01/01/2021 12:57:15 AM,1,0.5,1,N,263,263,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
949.0,396,2,01/01/2021 12:08:02 AM,01/01/2021 12:23:51 AM,1,3.52,1,N,100,231,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
831.0,397,2,01/01/2021 12:36:23 AM,01/01/2021 12:50:14 AM,1,3.34,1,N,263,50,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
656.0,398,2,01/01/2021 12:57:30 AM,01/01/2021 01:08:26 AM,1,2.18,1,N,48,158,1,9.5,0.5,0.5,3.99,0.0,0.3,17.29,2.5
417.0,399,2,01/01/2021 12:36:34 AM,01/01/2021 12:43:31 AM,1,1.29,1,N,229,237,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
1374.0,401,1,01/01/2021 12:33:19 AM,01/01/2021 12:56:13 AM,2,1.8,1,N,100,230,1,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
753.0,403,2,01/01/2021 12:13:18 AM,01/01/2021 12:25:51 AM,1,2.71,1,N,24,48,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
1086.0,404,2,01/01/2021 12:45:46 AM,01/01/2021 01:03:52 AM,1,4.85,1,N,234,238,1,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
269.0,405,2,01/01/2021 12:37:40 AM,01/01/2021 12:42:09 AM,2,0.78,1,N,236,262,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
135.0,406,1,01/01/2021 12:34:14 AM,01/01/2021 12:36:29 AM,1,0.2,1,N,100,48,2,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5
497.0,407,1,01/01/2021 12:07:34 AM,01/01/2021 12:15:51 AM,1,3.8,1,N,75,145,2,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5
427.0,408,1,01/01/2021 12:23:50 AM,01/01/2021 12:30:57 AM,1,2.2,1,N,161,262,1,8.5,3.0,0.5,2.0,0.0,0.3,14.3,2.5
530.0,409,1,01/01/2021 12:35:26 AM,01/01/2021 12:44:16 AM,1,2.2,1,N,262,233,1,9.5,3.0,0.5,2.2,0.0,0.3,15.5,2.5
172.0,410,1,01/01/2021 12:45:06 AM,01/01/2021 12:47:58 AM,0,0.8,1,N,233,233,1,4.5,3.0,0.5,2.0,0.0,0.3,10.3,2.5
680.0,411,1,01/01/2021 12:52:30 AM,01/01/2021 01:03:50 AM,1,5.6,1,N,170,168,2,17.5,3.0,0.5,0.0,0.0,0.3,21.3,2.5
479.0,412,2,01/01/2021 12:49:03 AM,01/01/2021 12:57:02 AM,2,1.68,1,N,237,142,1,8.0,0.5,0.5,1.0,0.0,0.3,12.8,2.5
538.0,414,2,01/01/2021 12:38:04 AM,01/01/2021 12:47:02 AM,2,3.8,1,N,107,262,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
278.0,415,2,01/01/2021 12:49:06 AM,01/01/2021 12:53:44 AM,2,0.7,1,N,262,263,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
360.0,416,2,01/01/2021 12:59:01 AM,01/01/2021 01:05:01 AM,2,2.46,1,N,236,233,1,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
991.0,417,2,01/01/2021 12:28:10 AM,01/01/2021 12:44:41 AM,1,5.16,1,N,107,238,1,17.0,0.5,0.5,5.2,0.0,0.3,26.0,2.5
317.0,418,2,01/01/2021 12:48:38 AM,01/01/2021 12:53:55 AM,1,1.85,1,N,239,48,1,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
842.0,419,2,01/01/2021 12:57:53 AM,01/01/2021 01:11:55 AM,1,5.18,1,N,50,42,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
812.0,420,2,01/01/2021 12:44:45 AM,01/01/2021 12:58:17 AM,1,5.32,1,N,170,87,1,17.5,0.5,0.5,3.0,0.0,0.3,24.3,2.5
2095.0,421,1,01/01/2021 12:03:37 AM,01/01/2021 12:38:32 AM,1,0.0,1,N,74,61,1,45.08,0.0,0.5,0.0,6.12,0.3,52.0,0.0
410.0,422,2,01/01/2021 12:03:27 AM,01/01/2021 12:10:17 AM,1,1.02,1,N,90,186,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
1136.0,423,2,01/01/2021 12:29:56 AM,01/01/2021 12:48:52 AM,1,4.5,1,N,142,42,1,16.5,0.5,0.5,5.08,0.0,0.3,25.38,2.5
792.0,424,2,01/01/2021 12:09:13 AM,01/01/2021 12:22:25 AM,3,3.01,1,N,163,113,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
567.0,425,2,01/01/2021 12:38:35 AM,01/01/2021 12:48:02 AM,3,3.17,1,N,163,238,1,12.0,0.5,0.5,4.74,0.0,0.3,20.54,2.5
719.0,426,2,01/01/2021 12:22:23 AM,01/01/2021 12:34:22 AM,1,3.46,1,N,161,41,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
608.0,427,2,01/01/2021 12:40:14 AM,01/01/2021 12:50:22 AM,1,1.72,1,N,151,74,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0.0
856.0,428,1,01/01/2021 12:09:30 AM,01/01/2021 12:23:46 AM,3,2.3,1,N,143,166,2,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
597.0,429,1,01/01/2021 12:28:48 AM,01/01/2021 12:38:45 AM,1,1.6,1,N,151,142,1,9.0,3.0,0.5,2.5,0.0,0.3,15.3,2.5
861.0,430,1,01/01/2021 12:42:13 AM,01/01/2021 12:56:34 AM,1,3.2,1,N,142,107,1,12.5,3.0,0.5,4.0,0.0,0.3,20.3,2.5
525.0,431,2,01/01/2021 12:55:07 AM,01/01/2021 01:03:52 AM,1,1.43,1,N,230,186,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
922.0,433,2,01/01/2021 12:05:55 AM,01/01/2021 12:21:17 AM,2,7.01,1,N,261,236,2,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
257.0,434,2,01/01/2021 12:28:44 AM,01/01/2021 12:33:01 AM,1,0.9,1,N,141,236,1,5.0,0.5,0.5,1.5,0.0,0.3,10.3,2.5
470.0,435,2,01/01/2021 12:11:33 AM,01/01/2021 12:19:23 AM,1,2.64,1,N,48,238,1,9.5,0.5,0.5,3.33,0.0,0.3,16.63,2.5
117.0,436,2,01/01/2021 12:23:49 AM,01/01/2021 12:25:46 AM,3,0.51,1,N,238,238,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5
74.0,437,2,01/01/2021 12:28:50 AM,01/01/2021 12:30:04 AM,1,0.59,1,N,239,239,1,3.5,0.5,0.5,1.31,0.0,0.3,8.61,2.5
339.0,438,2,01/01/2021 12:50:21 AM,01/01/2021 12:56:00 AM,2,1.04,1,N,164,107,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
358.0,439,2,01/01/2021 12:59:47 AM,01/01/2021 01:05:45 AM,1,0.81,1,N,170,170,1,6.0,0.5,0.5,1.5,0.0,0.3,11.3,2.5
96.0,440,2,01/01/2021 12:24:14 AM,01/01/2021 12:25:50 AM,6,0.25,1,N,263,262,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5
780.0,441,1,01/01/2021 12:28:01 AM,01/01/2021 12:41:01 AM,1,2.8,1,N,230,137,1,11.5,3.0,0.5,3.05,0.0,0.3,18.35,2.5
647.0,442,2,01/01/2021 12:09:14 AM,01/01/2021 12:20:01 AM,1,1.93,1,N,230,170,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
672.0,443,2,01/01/2021 12:31:36 AM,01/01/2021 12:42:48 AM,1,2.18,1,N,113,48,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
236.0,444,1,01/01/2021 12:11:33 AM,01/01/2021 12:15:29 AM,1,1.4,1,N,141,170,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
1247.0,445,1,01/01/2021 12:33:30 AM,01/01/2021 12:54:17 AM,2,3.8,1,N,142,229,1,16.5,3.0,0.5,6.05,0.0,0.3,26.35,2.5
154.0,446,1,01/01/2021 12:58:26 AM,01/01/2021 01:01:00 AM,1,0.5,1,N,229,233,1,4.0,3.0,0.5,1.5,0.0,0.3,9.3,2.5
407.0,447,2,01/01/2021 12:20:11 AM,01/01/2021 12:26:58 AM,1,1.48,1,N,68,90,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
930.0,448,2,01/01/2021 12:33:48 AM,01/01/2021 12:49:18 AM,1,3.49,1,N,249,50,1,13.5,0.5,0.5,2.7,0.0,0.3,20.0,2.5
138.0,449,1,01/01/2021 12:20:49 AM,01/01/2021 12:23:07 AM,1,0.5,1,N,239,143,1,4.0,3.0,0.5,2.3,0.0,0.3,10.1,2.5
640.0,450,1,01/01/2021 12:23:52 AM,01/01/2021 12:34:32 AM,1,2.0,1,N,143,68,1,9.5,3.0,0.5,4.7,0.0,0.3,18.0,2.5
1174.0,451,1,01/01/2021 12:54:50 AM,01/01/2021 01:14:24 AM,2,5.7,1,N,148,239,2,19.0,3.0,0.5,0.0,0.0,0.3,22.8,2.5
297.0,452,2,01/01/2021 12:47:05 AM,01/01/2021 12:52:02 AM,1,0.94,1,N,90,113,1,5.5,0.5,0.5,2.79,0.0,0.3,12.09,2.5
977.0,453,1,01/01/2021 12:14:33 AM,01/01/2021 12:30:50 AM,2,2.4,1,N,230,141,1,12.0,2.5,0.5,3.8,0.0,0.3,19.1,2.5
717.0,454,1,01/01/2021 12:45:30 AM,01/01/2021 12:57:27 AM,1,2.4,1,N,237,229,1,10.0,2.5,0.5,2.66,0.0,0.3,15.96,2.5
225.0,455,2,12/31/2020 11:59:06 PM,01/01/2021 12:02:51 AM,2,0.74,1,N,237,236,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
170.0,456,2,01/01/2021 12:07:52 AM,01/01/2021 12:10:42 AM,3,0.59,1,N,43,237,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
536.0,457,2,01/01/2021 12:20:35 AM,01/01/2021 12:29:31 AM,2,1.7,1,N,263,239,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
1596.0,458,2,01/01/2021 12:27:12 AM,01/01/2021 12:53:48 AM,1,3.45,1,N,230,79,1,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5
1244.0,460,1,01/01/2021 12:56:20 AM,01/01/2021 01:17:04 AM,3,5.4,1,N,48,7,2,19.0,3.0,0.5,0.0,0.0,0.3,22.8,2.5
400.0,461,1,01/01/2021 12:37:20 AM,01/01/2021 12:44:00 AM,1,1.0,1,N,48,68,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
634.0,463,2,01/01/2021 12:03:23 AM,01/01/2021 12:13:57 AM,4,2.15,1,N,249,48,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
682.0,464,2,01/01/2021 12:40:17 AM,01/01/2021 12:51:39 AM,2,2.06,1,N,230,234,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
141.0,465,2,01/01/2021 12:10:05 AM,01/01/2021 12:12:26 AM,1,0.44,1,N,48,246,1,4.0,0.5,0.5,1.95,0.0,0.3,9.75,2.5
724.0,466,2,01/01/2021 12:21:38 AM,01/01/2021 12:33:42 AM,2,1.57,1,N,230,162,1,9.0,0.5,0.5,2.3,0.0,0.3,15.1,2.5
518.0,467,2,01/01/2021 12:39:13 AM,01/01/2021 12:47:51 AM,2,3.12,1,N,162,43,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
243.0,468,2,01/01/2021 12:51:29 AM,01/01/2021 12:55:32 AM,1,1.06,1,N,151,41,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
797.0,469,2,01/01/2021 12:16:17 AM,01/01/2021 12:29:34 AM,1,5.37,1,N,238,244,2,17.5,0.5,0.5,0.0,0.0,0.3,21.3,2.5
1182.0,470,1,01/01/2021 12:32:13 AM,01/01/2021 12:51:55 AM,1,5.2,1,N,170,189,2,19.5,3.0,0.5,0.0,0.0,0.3,23.3,2.5
173.0,471,1,01/01/2021 12:51:38 AM,01/01/2021 12:54:31 AM,1,0.9,1,N,263,140,1,5.0,3.0,0.5,2.2,0.0,0.3,11.0,2.5
541.0,472,1,01/01/2021 12:25:56 AM,01/01/2021 12:34:57 AM,2,1.4,1,N,48,170,3,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
541.0,474,2,01/01/2021 12:49:14 AM,01/01/2021 12:58:15 AM,4,2.16,1,N,163,68,1,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
243.0,475,2,01/01/2021 12:38:54 AM,01/01/2021 12:42:57 AM,6,1.09,1,N,148,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
936.0,476,2,01/01/2021 12:55:01 AM,01/01/2021 01:10:37 AM,6,5.04,1,N,113,263,1,17.5,0.5,0.5,5.32,0.0,0.3,26.62,2.5
785.0,478,1,01/01/2021 12:21:46 AM,01/01/2021 12:34:51 AM,1,2.9,1,Y,230,141,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
162.0,479,1,01/01/2021 12:41:41 AM,01/01/2021 12:44:23 AM,1,1.1,1,Y,141,229,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
669.0,480,2,01/01/2021 12:44:37 AM,01/01/2021 12:55:46 AM,6,3.47,1,N,162,226,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
993.0,481,2,01/01/2021 12:19:36 AM,01/01/2021 12:36:09 AM,3,3.93,1,N,151,233,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
299.0,482,2,01/01/2021 12:54:52 AM,01/01/2021 12:59:51 AM,3,0.88,1,N,170,186,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
777.0,483,2,01/01/2021 12:28:42 AM,01/01/2021 12:41:39 AM,1,3.85,1,N,68,238,1,13.0,0.5,0.5,1.68,0.0,0.3,18.48,2.5
565.0,484,2,01/01/2021 12:46:22 AM,01/01/2021 12:55:47 AM,1,2.58,1,N,142,166,1,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5
363.0,485,2,01/01/2021 12:59:03 AM,01/01/2021 01:05:06 AM,1,1.07,1,N,166,238,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
355.0,486,2,01/01/2021 12:24:12 AM,01/01/2021 12:30:07 AM,2,1.18,1,N,125,144,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
521.0,487,2,01/01/2021 12:34:08 AM,01/01/2021 12:42:49 AM,2,2.47,1,N,148,90,1,9.5,0.5,0.5,2.39,0.0,0.3,15.69,2.5
838.0,488,2,01/01/2021 12:47:57 AM,01/01/2021 01:01:55 AM,2,4.17,1,N,249,237,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
546.0,489,1,01/01/2021 12:13:05 AM,01/01/2021 12:22:11 AM,2,1.8,1,N,163,236,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
248.0,490,2,01/01/2021 12:14:58 AM,01/01/2021 12:19:06 AM,1,0.72,1,N,239,239,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
558.0,491,2,01/01/2021 12:20:39 AM,01/01/2021 12:29:57 AM,1,2.6,1,N,239,41,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
733.0,492,2,01/01/2021 12:44:53 AM,01/01/2021 12:57:06 AM,1,4.83,1,N,263,116,2,16.0,0.5,0.5,0.0,0.0,0.3,19.8,2.5
157.0,493,2,01/01/2021 12:28:10 AM,01/01/2021 12:30:47 AM,1,0.48,1,N,231,231,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
539.0,494,2,01/01/2021 12:09:45 AM,01/01/2021 12:18:44 AM,1,2.9,1,N,100,144,1,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5
1069.0,495,2,01/01/2021 12:43:40 AM,01/01/2021 01:01:29 AM,3,6.29,1,N,116,48,2,21.0,0.5,0.5,0.0,0.0,0.3,24.8,2.5
119.0,496,2,01/01/2021 12:17:09 AM,01/01/2021 12:19:08 AM,1,0.58,1,N,74,75,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0.0
306.0,497,2,01/01/2021 12:17:31 AM,01/01/2021 12:22:37 AM,1,1.06,1,N,107,148,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
182.0,499,2,01/01/2021 12:00:39 AM,01/01/2021 12:03:41 AM,1,0.95,1,N,140,263,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
13.0,500,2,01/01/2021 12:19:59 AM,01/01/2021 12:20:12 AM,1,0.02,1,N,141,141,2,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5
160.0,501,2,01/01/2021 12:43:14 AM,01/01/2021 12:45:54 AM,1,0.68,1,N,186,68,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
2393.0,502,2,01/01/2021 12:27:48 AM,01/01/2021 01:07:41 AM,1,12.01,1,N,48,61,1,38.0,0.5,0.5,8.36,0.0,0.3,50.16,2.5
1293.0,503,1,01/01/2021 12:23:38 AM,01/01/2021 12:45:11 AM,1,5.7,1,N,107,190,1,20.5,3.0,0.5,6.05,0.0,0.3,30.35,2.5
140.0,505,2,01/01/2021 12:00:29 AM,01/01/2021 12:02:49 AM,1,0.96,1,N,79,137,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
126.0,506,2,01/01/2021 12:51:21 AM,01/01/2021 12:53:27 AM,1,0.69,1,N,239,238,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
527.0,507,2,01/01/2021 12:05:50 AM,01/01/2021 12:14:37 AM,1,2.62,1,N,249,261,1,9.5,0.5,0.5,2.0,0.0,0.3,15.3,2.5
585.0,508,2,01/01/2021 12:23:31 AM,01/01/2021 12:33:16 AM,1,1.71,1,N,211,79,1,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
241.0,509,2,01/01/2021 12:27:40 AM,01/01/2021 12:31:41 AM,1,0.6,1,N,234,68,1,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
1222.0,510,2,01/01/2021 12:39:52 AM,01/01/2021 01:00:14 AM,1,5.86,1,N,50,7,2,19.5,0.5,0.5,0.0,0.0,0.3,23.3,2.5
126.0,511,2,01/01/2021 12:30:59 AM,01/01/2021 12:33:05 AM,1,0.99,1,N,237,162,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
2560.0,513,2,01/01/2021 12:10:12 AM,01/01/2021 12:52:52 AM,1,7.89,1,N,143,239,2,23.0,0.5,0.5,0.0,0.0,0.3,26.8,2.5
351.0,514,2,01/01/2021 12:53:13 AM,01/01/2021 12:59:04 AM,1,1.63,1,N,239,140,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
171.0,515,1,01/01/2021 12:11:46 AM,01/01/2021 12:14:37 AM,3,0.6,1,N,262,263,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
