tripduration,index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
268.0,174,2,01/01/2021 12:09:00 AM,01/01/2021 12:13:28 AM,4,1.49,1,N,229,236,1,6.5,0.5,0.5,3.09,0.0,0.3,13.39,2.5
352.0,175,2,01/01/2021 12:43:45 AM,01/01/2021 12:49:37 AM,4,1.62,1,N,137,79,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
235.0,176,1,01/01/2021 12:32:42 AM,01/01/2021 12:36:37 AM,1,1.6,1,N,107,229,1,6.5,3.0,0.5,2.0,0.0,0.3,12.3,2.5
334.0,177,2,01/01/2021 12:02:05 AM,01/01/2021 12:07:39 AM,1,1.6,1,N,236,141,1,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
459.0,178,2,01/01/2021 12:13:16 AM,01/01/2021 12:20:55 AM,1,2.54,1,N,237,75,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
612.0,179,2,01/01/2021 12:54:27 AM,01/01/2021 01:04:39 AM,1,3.78,1,N,141,79,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
311.0,180,2,01/01/2021 12:22:50 AM,01/01/2021 12:28:01 AM,1,1.25,1,N,48,68,1,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5
719.0,181,2,01/01/2021 12:02:00 AM,01/01/2021 12:13:59 AM,1,2.52,1,N,142,263,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
273.0,182,2,01/01/2021 12:19:59 AM,01/01/2021 12:24:32 AM,1,1.18,1,N,236,237,1,6.0,0.5,0.5,2.45,0.0,0.3,12.25,2.5
1088.0,183,2,01/01/2021 12:36:40 AM,01/01/2021 12:54:48 AM,1,3.85,1,N,143,158,1,15.5,0.5,0.5,4.7,0.0,0.3,24.0,2.5
774.0,184,1,01/01/2021 12:32:01 AM,01/01/2021 12:44:55 AM,1,5.2,1,N,142,116,2,17.0,3.0,0.5,0.0,0.0,0.3,20.8,2.5
825.0,185,1,01/01/2021 12:11:12 AM,01/01/2021 12:24:57 AM,1,0.0,1,N,107,256,1,17.2,0.0,0.5,0.0,0.0,0.3,18.0,0.0
1198.0,186,2,01/01/2021 12:19:18 AM,01/01/2021 12:39:16 AM,4,5.04,1,N,137,49,1,18.5,0.5,0.5,4.0,0.0,0.3,26.3,2.5
690.0,187,2,01/01/2021 12:40:35 AM,01/01/2021 12:52:05 AM,1,2.41,1,N,234,237,1,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5
644.0,188,2,01/01/2021 12:10:26 AM,01/01/2021 12:21:10 AM,1,2.09,1,N,68,170,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
568.0,189,2,01/01/2021 12:08:32 AM,01/01/2021 12:18:00 AM,2,1.57,1,N,166,75,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,0.0
734.0,190,2,01/01/2021 12:25:24 AM,01/01/2021 12:37:38 AM,2,2.6,1,N,151,74,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,0.0
269.0,191,2,01/01/2021 12:35:30 AM,01/01/2021 12:39:59 AM,1,1.02,1,N,237,163,1,5.5,0.5,0.5,2.33,0.0,0.3,11.63,2.5
462.0,192,1,01/01/2021 12:52:09 AM,01/01/2021 12:59:51 AM,1,1.8,1,N,238,263,1,8.0,3.0,0.5,2.95,0.0,0.3,14.75,2.5
765.0,193,2,01/01/2021 12:16:13 AM,01/01/2021 12:28:58 AM,1,6.45,1,N,13,233,2,20.0,0.5,0.5,0.0,0.0,0.3,23.8,2.5
1322.0,194,2,01/01/2021 12:48:28 AM,01/01/2021 01:10:30 AM,1,7.12,1,N,231,151,1,24.0,0.5,0.5,5.56,0.0,0.3,33.36,2.5
866.0,195,1,01/01/2021 12:12:48 AM,01/01/2021 12:27:14 AM,1,4.1,1,N,249,142,1,14.5,3.0,0.5,5.45,0.0,0.3,23.75,2.5
747.0,196,2,01/01/2021 12:20:29 AM,01/01/2021 12:32:56 AM,1,2.96,1,N,239,229,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
1415.0,197,2,01/01/2021 12:59:24 AM,01/01/2021 01:22:59 AM,1,7.35,1,N,48,195,1,23.0,0.5,0.5,5.36,0.0,0.3,32.16,2.5
481.0,198,1,01/01/2021 12:32:58 AM,01/01/2021 12:40:59 AM,3,2.5,1,N,142,75,1,9.5,3.0,0.5,2.5,0.0,0.3,15.8,2.5
500.0,199,1,01/01/2021 12:41:19 AM,01/01/2021 12:49:39 AM,1,2.7,1,N,230,145,1,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
289.0,200,1,01/01/2021 12:08:06 AM,01/01/2021 12:12:55 AM,1,1.2,1,N,239,48,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
591.0,201,1,01/01/2021 12:16:43 AM,01/01/2021 12:26:34 AM,1,2.4,1,N,48,107,2,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
120.0,202,1,01/01/2021 12:27:30 AM,01/01/2021 12:29:30 AM,1,0.4,1,N,107,107,1,3.5,3.0,0.5,1.45,0.0,0.3,8.75,2.5
718.0,203,2,01/01/2021 12:36:54 AM,01/01/2021 12:48:52 AM,1,1.2,1,N,161,164,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
1616.0,204,1,01/01/2021 12:11:28 AM,01/01/2021 12:38:24 AM,1,6.8,1,N,113,228,2,24.5,3.0,0.5,0.0,0.0,0.3,28.3,2.5
194.0,205,2,01/01/2021 12:20:17 AM,01/01/2021 12:23:31 AM,1,1.42,1,N,229,236,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
179.0,206,2,01/01/2021 12:15:33 AM,01/01/2021 12:18:32 AM,1,0.81,1,N,237,236,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
249.0,207,2,01/01/2021 12:34:35 AM,01/01/2021 12:38:44 AM,2,1.06,1,N,75,263,1,5.5,0.5,0.5,0.93,0.0,0.3,10.23,2.5
275.0,208,2,01/01/2021 12:48:04 AM,01/01/2021 12:52:39 AM,2,1.34,1,N,229,140,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
491.0,209,2,01/01/2021 12:53:45 AM,01/01/2021 01:01:56 AM,2,1.5,1,N,140,236,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
380.0,210,2,01/01/2021 12:01:01 AM,01/01/2021 12:07:21 AM,3,1.48,1,N,43,41,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
851.0,211,2,01/01/2021 12:40:58 AM,01/01/2021 12:55:09 AM,3,3.13,1,N,43,107,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
911.0,212,1,01/01/2021 12:41:07 AM,01/01/2021 12:56:18 AM,2,2.5,1,Y,230,137,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
208.0,213,2,01/01/2021 12:11:57 AM,01/01/2021 12:15:25 AM,1,0.66,1,N,237,229,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
264.0,214,2,01/01/2021 12:22:01 AM,01/01/2021 12:26:25 AM,1,0.69,1,N,262,236,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
528.0,215,2,01/01/2021 12:42:55 AM,01/01/2021 12:51:43 AM,1,3.05,1,N,236,107,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
195.0,216,2,01/01/2021 12:41:47 AM,01/01/2021 12:45:02 AM,1,0.77,1,N,237,162,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
810.0,217,2,01/01/2021 12:04:15 AM,01/01/2021 12:17:45 AM,2,4.36,1,N,68,151,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
974.0,218,2,01/01/2021 12:21:35 AM,01/01/2021 12:37:49 AM,3,2.95,1,N,238,161,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
1081.0,219,2,01/01/2021 12:27:21 AM,01/01/2021 12:45:22 AM,1,4.29,1,N,68,262,1,16.0,0.5,0.5,3.96,0.0,0.3,23.76,2.5
994.0,220,2,01/01/2021 12:09:50 AM,01/01/2021 12:26:24 AM,1,4.18,5,N,100,13,1,25.0,0.0,0.0,0.0,0.0,0.3,27.8,2.5
751.0,221,2,01/01/2021 12:49:06 AM,01/01/2021 01:01:37 AM,2,3.47,1,N,68,239,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
284.0,222,2,01/01/2021 12:20:22 AM,01/01/2021 12:25:06 AM,1,0.96,1,N,236,141,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
344.0,223,2,01/01/2021 12:35:16 AM,01/01/2021 12:41:00 AM,1,0.56,1,N,161,161,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2200.0,224,1,01/01/2021 12:40:27 AM,01/01/2021 01:17:07 AM,2,15.4,1,N,7,61,2,45.5,0.5,0.5,0.0,0.0,0.3,46.8,0.0
286.0,225,1,01/01/2021 12:29:11 AM,01/01/2021 12:33:57 AM,2,1.5,1,N,233,140,1,6.5,3.0,0.5,1.0,0.0,0.3,11.3,2.5
839.0,226,1,01/01/2021 12:37:21 AM,01/01/2021 12:51:20 AM,1,4.2,1,N,262,202,2,14.5,3.0,0.5,0.0,0.0,0.3,18.3,2.5
2041.0,227,2,01/01/2021 12:55:27 AM,01/01/2021 01:29:28 AM,1,8.89,1,N,230,181,1,30.0,0.5,0.5,6.76,0.0,0.3,40.56,2.5
1378.0,228,2,01/01/2021 12:48:39 AM,01/01/2021 01:11:37 AM,1,6.53,1,N,249,41,1,21.5,0.5,0.5,3.0,0.0,0.3,28.3,2.5
394.0,229,2,01/01/2021 12:35:17 AM,01/01/2021 12:41:51 AM,1,1.91,1,N,48,142,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
903.0,231,1,01/01/2021 12:41:19 AM,01/01/2021 12:56:22 AM,2,5.1,1,N,113,75,1,16.0,3.0,0.5,2.97,0.0,0.3,22.77,2.5
140.0,232,2,01/01/2021 12:29:38 AM,01/01/2021 12:31:58 AM,2,0.25,1,N,164,170,1,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
896.0,233,1,01/01/2021 12:11:44 AM,01/01/2021 12:26:40 AM,2,2.7,1,N,48,233,1,12.0,3.0,0.5,1.58,0.0,0.3,17.38,2.5
218.0,234,1,01/01/2021 12:52:46 AM,01/01/2021 12:56:24 AM,2,1.2,1,N,141,236,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
241.0,235,2,01/01/2021 12:19:09 AM,01/01/2021 12:23:10 AM,1,1.0,1,N,239,151,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
409.0,236,1,01/01/2021 12:06:58 AM,01/01/2021 12:13:47 AM,1,1.2,1,N,166,41,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0.0
1295.0,237,1,01/01/2021 12:22:56 AM,01/01/2021 12:44:31 AM,1,6.3,1,N,43,211,1,21.0,3.0,0.5,7.4,0.0,0.3,32.2,2.5
332.0,238,1,01/01/2021 12:49:04 AM,01/01/2021 12:54:36 AM,2,1.0,1,N,113,79,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
445.0,239,2,01/01/2021 12:15:41 AM,01/01/2021 12:23:06 AM,1,1.71,1,N,142,236,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
82.0,240,2,01/01/2021 12:42:45 AM,01/01/2021 12:44:07 AM,1,0.46,1,N,263,263,1,3.5,0.5,0.5,1.31,0.0,0.3,8.61,2.5
512.0,241,2,01/01/2021 12:45:05 AM,01/01/2021 12:53:37 AM,1,2.88,1,N,263,107,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
555.0,242,2,01/01/2021 12:54:12 AM,01/01/2021 01:03:27 AM,1,4.11,1,N,107,88,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
291.0,243,2,01/01/2021 12:31:51 AM,01/01/2021 12:36:42 AM,1,1.95,1,N,107,162,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
454.0,244,2,01/01/2021 12:42:43 AM,01/01/2021 12:50:17 AM,1,1.68,1,N,141,163,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
889.0,245,2,01/01/2021 12:30:02 AM,01/01/2021 12:44:51 AM,1,5.9,1,N,137,66,2,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
439.0,246,2,01/01/2021 12:14:03 AM,01/01/2021 12:21:22 AM,1,1.53,1,N,239,166,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
470.0,247,2,01/01/2021 12:25:06 AM,01/01/2021 12:32:56 AM,1,1.59,1,N,151,41,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,0.0
796.0,248,1,01/01/2021 12:24:14 AM,01/01/2021 12:37:30 AM,1,5.6,1,N,238,4,1,17.5,3.0,0.5,2.0,0.0,0.3,23.3,2.5
353.0,249,1,01/01/2021 12:46:03 AM,01/01/2021 12:51:56 AM,2,0.8,1,N,114,249,1,6.0,3.0,0.5,2.9,0.0,0.3,12.7,2.5
1170.0,250,2,01/01/2021 12:48:55 AM,01/01/2021 01:08:25 AM,1,5.74,1,N,144,143,1,20.0,0.5,0.5,5.0,0.0,0.3,28.8,2.5
781.0,251,2,01/01/2021 12:48:39 AM,01/01/2021 01:01:40 AM,1,3.67,1,N,170,239,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
700.0,252,2,01/01/2021 12:14:23 AM,01/01/2021 12:26:03 AM,1,1.25,1,N,90,164,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
1358.0,253,2,01/01/2021 12:32:52 AM,01/01/2021 12:55:30 AM,1,7.99,1,N,161,244,1,27.0,0.5,0.5,9.24,0.0,0.3,40.04,2.5
364.0,254,2,01/01/2021 12:19:38 AM,01/01/2021 12:25:42 AM,1,0.94,1,N,48,68,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
330.0,256,2,01/01/2021 12:12:58 AM,01/01/2021 12:18:28 AM,1,1.11,1,N,238,239,1,6.0,0.5,0.5,1.47,0.0,0.3,11.27,2.5
136.0,257,1,01/01/2021 12:17:25 AM,01/01/2021 12:19:41 AM,1,0.9,1,N,263,141,1,4.5,3.0,0.5,1.7,0.0,0.3,10.0,2.5
345.0,258,1,01/01/2021 12:57:55 AM,01/01/2021 01:03:40 AM,1,1.0,1,N,100,233,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5
351.0,259,2,01/01/2021 12:25:10 AM,01/01/2021 12:31:01 AM,2,1.44,1,N,43,75,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
431.0,260,2,01/01/2021 12:28:48 AM,01/01/2021 12:35:59 AM,1,1.78,1,N,141,142,1,8.0,0.5,0.5,1.18,0.0,0.3,12.98,2.5
421.0,261,2,01/01/2021 12:39:11 AM,01/01/2021 12:46:12 AM,1,1.62,1,N,142,141,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
212.0,262,2,01/01/2021 12:12:07 AM,01/01/2021 12:15:39 AM,2,0.37,1,N,164,164,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
105.0,263,2,01/01/2021 12:38:30 AM,01/01/2021 12:40:15 AM,1,0.74,1,N,162,162,1,4.0,0.5,0.5,2.34,0.0,0.3,10.14,2.5
282.0,264,1,01/01/2021 12:45:41 AM,01/01/2021 12:50:23 AM,1,1.4,1,N,142,237,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1297.0,265,2,01/01/2021 12:10:46 AM,01/01/2021 12:32:23 AM,1,6.5,1,N,137,61,2,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
984.0,266,2,01/01/2021 12:54:47 AM,01/01/2021 01:11:11 AM,1,7.08,1,N,137,159,1,22.0,0.5,0.5,2.0,0.0,0.3,27.8,2.5
1418.0,267,2,01/01/2021 12:09:14 AM,01/01/2021 12:32:52 AM,1,5.97,1,N,45,61,1,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
93.0,268,2,01/01/2021 12:24:32 AM,01/01/2021 12:26:05 AM,1,0.76,1,N,107,137,1,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
1160.0,269,2,01/01/2021 12:30:40 AM,01/01/2021 12:50:00 AM,1,3.72,1,N,229,229,2,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
276.0,270,2,01/01/2021 12:54:50 AM,01/01/2021 12:59:26 AM,1,0.94,1,N,163,229,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
219.0,271,2,01/01/2021 12:23:04 AM,01/01/2021 12:26:43 AM,5,1.44,1,N,263,237,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
110.0,272,2,01/01/2021 12:33:54 AM,01/01/2021 12:35:44 AM,5,0.53,1,N,140,140,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
372.0,273,2,01/01/2021 12:45:32 AM,01/01/2021 12:51:44 AM,5,1.45,1,N,262,229,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
497.0,274,2,01/01/2021 12:53:17 AM,01/01/2021 01:01:34 AM,5,1.79,1,N,229,161,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
595.0,275,1,01/01/2021 12:16:17 AM,01/01/2021 12:26:12 AM,1,2.4,1,N,142,141,1,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
954.0,277,1,01/01/2021 12:17:53 AM,01/01/2021 12:33:47 AM,2,3.9,1,N,114,143,1,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
651.0,278,2,01/01/2021 12:07:16 AM,01/01/2021 12:18:07 AM,1,2.03,1,N,151,75,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0.0
1458.0,279,2,01/01/2021 12:47:58 AM,01/01/2021 01:12:16 AM,3,7.0,1,N,249,179,1,23.0,0.5,0.5,8.04,0.0,0.3,34.84,2.5
477.0,280,2,01/01/2021 12:47:48 AM,01/01/2021 12:55:45 AM,1,1.38,1,N,162,43,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
549.0,281,2,01/01/2021 12:59:20 AM,01/01/2021 01:08:29 AM,1,1.86,1,N,238,230,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
625.0,282,2,01/01/2021 12:19:23 AM,01/01/2021 12:29:48 AM,1,3.04,1,N,75,233,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
511.0,283,2,01/01/2021 12:49:01 AM,01/01/2021 12:57:32 AM,1,1.82,1,N,246,158,1,8.5,0.5,0.5,3.08,0.0,0.3,15.38,2.5
129.0,284,2,01/01/2021 12:10:58 AM,01/01/2021 12:13:07 AM,1,0.41,1,N,68,68,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
1000.0,285,2,01/01/2021 12:15:44 AM,01/01/2021 12:32:24 AM,1,6.91,1,N,68,116,1,22.0,0.5,0.5,2.0,0.0,0.3,27.8,2.5
428.0,286,2,01/01/2021 12:43:02 AM,01/01/2021 12:50:10 AM,1,1.58,1,N,166,239,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
486.0,287,2,01/01/2021 12:15:31 AM,01/01/2021 12:23:37 AM,3,1.65,1,N,161,107,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
324.0,288,2,01/01/2021 12:45:30 AM,01/01/2021 12:50:54 AM,2,1.51,1,N,75,151,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
370.0,289,2,01/01/2021 12:54:11 AM,01/01/2021 01:00:21 AM,2,1.28,1,N,43,41,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0.0
1736.0,290,1,01/01/2021 12:17:57 AM,01/01/2021 12:46:53 AM,2,10.4,5,N,230,233,1,40.0,0.0,0.0,0.0,0.0,0.3,40.3,0.0
449.0,293,1,01/01/2021 12:14:12 AM,01/01/2021 12:21:41 AM,2,2.8,1,N,170,262,1,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
839.0,294,2,01/01/2021 12:11:22 AM,01/01/2021 12:25:21 AM,1,3.36,1,N,161,4,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
881.0,295,2,01/01/2021 12:28:41 AM,01/01/2021 12:43:22 AM,1,5.44,1,N,79,236,1,18.0,0.5,0.5,2.0,0.0,0.3,23.8,2.5
157.0,296,2,01/01/2021 12:49:07 AM,01/01/2021 12:51:44 AM,1,0.98,1,N,43,142,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
328.0,297,2,01/01/2021 12:24:52 AM,01/01/2021 12:30:20 AM,3,1.08,1,N,230,142,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
496.0,299,2,01/01/2021 12:39:33 AM,01/01/2021 12:47:49 AM,1,2.41,1,N,161,145,2,9.5,0.5,0.5,0.0,6.12,0.3,19.42,2.5
779.0,300,2,01/01/2021 12:14:33 AM,01/01/2021 12:27:32 AM,1,2.37,1,N,246,48,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
1132.0,301,2,01/01/2021 12:31:40 AM,01/01/2021 12:50:32 AM,1,3.6,1,N,48,79,1,15.0,0.5,0.5,4.7,0.0,0.3,23.5,2.5
583.0,302,2,01/01/2021 12:26:59 AM,01/01/2021 12:36:42 AM,1,2.79,1,N,90,263,1,10.5,0.5,0.5,3.58,0.0,0.3,17.88,2.5
201.0,303,2,01/01/2021 12:45:53 AM,01/01/2021 12:49:14 AM,1,0.59,1,N,263,263,1,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5
277.0,305,2,01/01/2021 12:07:45 AM,01/01/2021 12:12:22 AM,1,0.54,1,N,148,232,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
939.0,306,2,01/01/2021 12:23:05 AM,01/01/2021 12:38:44 AM,1,3.85,1,N,107,97,1,15.0,0.5,0.5,3.38,0.0,0.3,22.18,2.5
1300.0,307,2,01/01/2021 12:40:06 AM,01/01/2021 01:01:46 AM,1,7.25,1,N,97,263,1,22.0,0.5,0.5,7.74,0.0,0.3,33.54,2.5
704.0,308,2,01/01/2021 12:32:33 AM,01/01/2021 12:44:17 AM,1,2.41,1,N,164,140,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
325.0,309,1,01/01/2021 12:32:34 AM,01/01/2021 12:37:59 AM,1,1.5,1,Y,79,137,1,6.5,3.0,0.5,2.55,0.0,0.3,12.85,2.5
906.0,310,2,01/01/2021 12:32:43 AM,01/01/2021 12:47:49 AM,1,2.62,1,N,230,262,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
182.0,311,2,01/01/2021 12:25:12 AM,01/01/2021 12:28:14 AM,1,0.59,1,N,90,68,1,4.0,0.5,0.5,1.95,0.0,0.3,9.75,2.5
419.0,312,2,01/01/2021 12:42:13 AM,01/01/2021 12:49:12 AM,2,1.2,1,N,249,148,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
208.0,313,1,01/01/2021 12:32:00 AM,01/01/2021 12:35:28 AM,1,0.9,1,N,148,114,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
226.0,315,1,01/01/2021 12:40:07 AM,01/01/2021 12:43:53 AM,2,0.4,1,N,211,211,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
395.0,316,1,01/01/2021 12:52:55 AM,01/01/2021 12:59:30 AM,2,1.1,1,N,234,79,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
606.0,317,2,01/01/2021 12:20:21 AM,01/01/2021 12:30:27 AM,1,2.88,1,N,234,237,1,10.5,0.5,0.5,3.58,0.0,0.3,17.88,2.5
559.0,318,2,01/01/2021 12:33:18 AM,01/01/2021 12:42:37 AM,1,1.46,1,N,113,79,1,8.0,0.5,0.5,3.54,0.0,0.3,15.34,2.5
377.0,319,2,01/01/2021 12:53:44 AM,01/01/2021 01:00:01 AM,1,2.08,1,N,170,141,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
565.0,321,1,01/01/2021 12:25:18 AM,01/01/2021 12:34:43 AM,3,1.4,1,N,234,211,1,8.0,3.0,0.5,1.0,0.0,0.3,12.8,2.5
257.0,322,1,01/01/2021 12:47:35 AM,01/01/2021 12:51:52 AM,1,1.1,1,N,141,262,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
501.0,324,2,01/01/2021 12:55:10 AM,01/01/2021 01:03:31 AM,1,1.64,1,N,163,141,1,7.5,0.5,0.5,2.82,0.0,0.3,14.12,2.5
835.0,325,2,01/01/2021 12:31:44 AM,01/01/2021 12:45:39 AM,1,3.74,1,N,164,75,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
431.0,329,1,01/01/2021 12:07:22 AM,01/01/2021 12:14:33 AM,2,1.3,1,N,170,229,2,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
160.0,330,1,01/01/2021 12:18:19 AM,01/01/2021 12:20:59 AM,1,1.1,1,N,140,262,1,5.0,3.0,0.5,1.76,0.0,0.3,10.56,2.5
719.0,331,1,01/01/2021 12:23:37 AM,01/01/2021 12:35:36 AM,2,6.9,1,Y,262,87,1,20.5,3.0,0.5,4.85,0.0,0.3,29.15,2.5
567.0,332,2,01/01/2021 12:10:49 AM,01/01/2021 12:20:16 AM,2,1.9,1,N,107,68,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
632.0,333,2,01/01/2021 12:41:11 AM,01/01/2021 12:51:43 AM,1,2.9,1,N,48,24,1,11.0,0.5,0.5,1.48,0.0,0.3,16.28,2.5
174.0,334,2,01/01/2021 12:57:57 AM,01/01/2021 01:00:51 AM,2,0.6,1,N,151,166,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0
783.0,335,2,01/01/2021 12:10:30 AM,01/01/2021 12:23:33 AM,1,1.91,1,N,166,166,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
816.0,336,2,01/01/2021 12:28:59 AM,01/01/2021 12:42:35 AM,2,2.43,1,N,238,262,1,11.5,0.5,0.5,1.53,0.0,0.3,16.83,2.5
1089.0,337,2,01/01/2021 12:56:46 AM,01/01/2021 01:14:55 AM,1,7.42,1,N,141,169,2,22.5,0.5,0.5,0.0,0.0,0.3,26.3,2.5
1357.0,338,2,01/01/2021 12:05:57 AM,01/01/2021 12:28:34 AM,1,6.88,1,N,233,198,2,23.0,0.5,0.5,0.0,0.0,0.3,26.8,2.5
1036.0,339,1,01/01/2021 12:53:16 AM,01/01/2021 01:10:32 AM,2,3.3,1,Y,237,24,1,14.5,3.0,0.5,3.66,0.0,0.3,21.96,2.5
815.0,340,1,01/01/2021 12:15:33 AM,01/01/2021 12:29:08 AM,1,1.0,1,N,234,230,1,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
150.0,341,1,01/01/2021 12:54:23 AM,01/01/2021 12:56:53 AM,1,0.2,1,N,186,186,2,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5
480.0,342,1,01/01/2021 12:06:20 AM,01/01/2021 12:14:20 AM,1,0.5,1,N,68,186,4,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
534.0,343,1,01/01/2021 12:47:09 AM,01/01/2021 12:56:03 AM,1,1.6,1,N,186,233,2,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
