weekday,duration,tpep_pickup_datetime,PULocationID
0,1521.0,07/05/2021 12:04:07 AM,217
0,30.0,07/05/2021 09:51:54 PM,217
0,30.0,07/05/2021 09:51:54 PM,217
0,461.0,07/19/2021 09:50:34 AM,217
0,1681.0,07/26/2021 12:21:16 PM,217
0,435.0,07/26/2021 04:17:07 PM,217
0,278.0,07/26/2021 04:29:07 PM,217
0,1166.0,07/26/2021 07:58:18 PM,217
0,1680.0,07/05/2021 01:20:00 PM,217
0,1440.0,07/12/2021 09:25:00 AM,217
0,1740.0,07/12/2021 12:36:00 PM,217
0,1731.0,07/19/2021 01:06:03 PM,217
0,1260.0,07/26/2021 02:48:00 PM,217
0,720.0,07/19/2021 09:10:00 PM,217
0,2142.0,07/26/2021 10:59:12 AM,217
