weekday,duration,tpep_pickup_datetime,PULocationID
0,2393.0,07/05/2021 12:41:42 AM,75
0,418.0,07/05/2021 12:59:49 AM,75
0,761.0,07/05/2021 12:49:38 AM,75
0,487.0,07/05/2021 12:04:21 AM,75
0,246.0,07/05/2021 12:37:59 AM,75
0,485.0,07/05/2021 12:29:22 AM,75
0,620.0,07/05/2021 12:23:17 AM,75
0,432.0,07/05/2021 12:20:09 AM,75
0,374.0,07/05/2021 12:06:38 AM,75
0,1042.0,07/05/2021 12:05:47 AM,75
0,693.0,07/05/2021 12:02:27 AM,75
0,503.0,07/05/2021 12:00:24 AM,75
0,362.0,07/05/2021 12:56:09 AM,75
0,652.0,07/05/2021 12:31:54 AM,75
0,251.0,07/05/2021 12:50:16 AM,75
0,364.0,07/05/2021 12:37:07 AM,75
0,839.0,07/05/2021 01:51:01 AM,75
0,364.0,07/05/2021 01:53:26 AM,75
0,739.0,07/05/2021 01:17:35 AM,75
0,603.0,07/05/2021 01:34:32 AM,75
0,611.0,07/05/2021 01:06:47 AM,75
0,185.0,07/05/2021 01:27:59 AM,75
0,76.0,07/05/2021 01:35:51 AM,75
0,1866.0,07/05/2021 01:51:17 AM,75
0,131.0,07/05/2021 01:49:17 AM,75
0,920.0,07/05/2021 01:01:29 AM,75
0,656.0,07/05/2021 01:13:23 AM,75
0,111.0,07/05/2021 02:15:09 AM,75
0,253.0,07/05/2021 02:11:46 AM,75
0,339.0,07/05/2021 02:51:09 AM,75
0,546.0,07/05/2021 02:46:39 AM,75
0,413.0,07/05/2021 01:35:00 AM,75
0,112.0,07/05/2021 02:26:08 AM,75
0,784.0,07/05/2021 02:29:53 AM,75
0,322.0,07/05/2021 02:38:21 AM,75
0,355.0,07/05/2021 03:40:46 AM,75
0,1071.0,07/05/2021 04:39:47 AM,75
0,564.0,07/05/2021 04:55:10 AM,75
0,594.0,07/05/2021 04:38:34 AM,75
0,612.0,07/05/2021 05:23:47 AM,75
0,986.0,07/05/2021 05:28:51 AM,75
0,265.0,07/05/2021 05:40:47 AM,75
0,826.0,07/05/2021 04:42:37 AM,75
0,942.0,07/05/2021 05:26:51 AM,75
0,186.0,07/05/2021 05:53:41 AM,75
0,400.0,07/05/2021 05:53:42 AM,75
0,200.0,07/05/2021 06:41:42 AM,75
0,735.0,07/05/2021 06:18:22 AM,75
0,1196.0,07/05/2021 06:39:47 AM,75
0,157.0,07/05/2021 06:56:02 AM,75
0,416.0,07/05/2021 06:28:25 AM,75
0,581.0,07/05/2021 06:47:50 AM,75
0,412.0,07/05/2021 06:24:08 AM,75
0,239.0,07/05/2021 06:47:14 AM,75
0,529.0,07/05/2021 06:41:14 AM,75
0,240.0,07/05/2021 06:06:13 AM,75
0,196.0,07/05/2021 06:13:54 AM,75
0,214.0,07/05/2021 06:03:26 AM,75
0,794.0,07/05/2021 06:15:11 AM,75
0,396.0,07/05/2021 06:04:58 AM,75
0,956.0,07/05/2021 06:32:39 AM,75
0,486.0,07/05/2021 07:49:59 AM,75
0,326.0,07/05/2021 07:10:27 AM,75
0,353.0,07/05/2021 07:31:36 AM,75
0,657.0,07/05/2021 07:02:19 AM,75
0,244.0,07/05/2021 07:59:50 AM,75
0,147.0,07/05/2021 07:26:20 AM,75
0,678.0,07/05/2021 07:05:04 AM,75
0,281.0,07/05/2021 07:00:19 AM,75
0,814.0,07/05/2021 07:22:54 AM,75
0,228.0,07/05/2021 07:09:37 AM,75
0,290.0,07/05/2021 07:24:10 AM,75
0,273.0,07/05/2021 07:52:45 AM,75
0,516.0,07/05/2021 07:34:08 AM,75
0,274.0,07/05/2021 07:07:38 AM,75
0,951.0,07/05/2021 07:26:02 AM,75
0,900.0,07/05/2021 08:14:57 AM,75
0,913.0,07/05/2021 08:46:38 AM,75
0,194.0,07/05/2021 08:41:10 AM,75
0,204.0,07/05/2021 08:21:44 AM,75
0,350.0,07/05/2021 08:13:46 AM,75
0,598.0,07/05/2021 08:09:08 AM,75
0,597.0,07/05/2021 08:15:32 AM,75
0,191.0,07/05/2021 08:23:31 AM,75
0,415.0,07/05/2021 08:50:30 AM,75
0,469.0,07/05/2021 08:53:51 AM,75
0,135.0,07/05/2021 08:09:26 AM,75
0,1888.0,07/05/2021 08:12:03 AM,75
0,645.0,07/05/2021 08:46:38 AM,75
0,695.0,07/05/2021 08:11:28 AM,75
0,415.0,07/05/2021 08:12:03 AM,75
0,913.0,07/05/2021 08:30:54 AM,75
0,200.0,07/05/2021 08:23:26 AM,75
0,242.0,07/05/2021 08:52:08 AM,75
0,505.0,07/05/2021 08:54:44 AM,75
0,326.0,07/05/2021 08:42:41 AM,75
0,337.0,07/05/2021 08:57:39 AM,75
0,5.0,07/05/2021 07:49:59 AM,75
0,965.0,07/05/2021 08:27:08 AM,75
0,263.0,07/05/2021 08:42:33 AM,75
0,284.0,07/05/2021 08:49:59 AM,75
0,416.0,07/05/2021 08:19:19 AM,75
0,158.0,07/05/2021 08:26:34 AM,75
0,193.0,07/05/2021 08:35:45 AM,75
0,509.0,07/05/2021 08:46:19 AM,75
0,160.0,07/05/2021 09:50:56 AM,75
0,337.0,07/05/2021 09:50:04 AM,75
0,404.0,07/05/2021 09:56:57 AM,75
0,826.0,07/05/2021 09:38:00 AM,75
0,738.0,07/05/2021 09:26:14 AM,75
0,360.0,07/05/2021 09:56:10 AM,75
0,438.0,07/05/2021 09:58:53 AM,75
0,972.0,07/05/2021 09:06:40 AM,75
0,142.0,07/05/2021 09:55:58 AM,75
0,725.0,07/05/2021 09:49:10 AM,75
0,1649.0,07/05/2021 09:54:09 AM,75
0,247.0,07/05/2021 09:21:48 AM,75
0,497.0,07/05/2021 09:33:23 AM,75
0,390.0,07/05/2021 08:24:34 AM,75
0,221.0,07/05/2021 09:17:35 AM,75
0,886.0,07/05/2021 08:57:54 AM,75
0,227.0,07/05/2021 09:38:00 AM,75
0,443.0,07/05/2021 09:43:51 AM,75
0,129.0,07/05/2021 09:23:06 AM,75
0,400.0,07/05/2021 09:51:18 AM,75
0,1294.0,07/05/2021 09:48:53 AM,75
0,374.0,07/05/2021 09:20:56 AM,75
0,386.0,07/05/2021 10:20:21 AM,75
0,647.0,07/05/2021 10:30:07 AM,75
0,804.0,07/05/2021 10:05:08 AM,75
0,151.0,07/05/2021 10:24:23 AM,75
0,520.0,07/05/2021 10:31:15 AM,75
0,339.0,07/05/2021 10:18:55 AM,75
0,292.0,07/05/2021 10:52:21 AM,75
0,881.0,07/05/2021 10:43:15 AM,75
0,367.0,07/05/2021 10:18:13 AM,75
0,1613.0,07/05/2021 10:20:23 AM,75
0,748.0,07/05/2021 10:20:30 AM,75
0,386.0,07/05/2021 10:07:35 AM,75
0,800.0,07/05/2021 10:49:34 AM,75
0,540.0,07/05/2021 10:49:08 AM,75
0,298.0,07/05/2021 10:50:35 AM,75
0,337.0,07/05/2021 10:48:12 AM,75
0,656.0,07/05/2021 10:31:25 AM,75
0,1265.0,07/05/2021 10:35:52 AM,75
0,655.0,07/05/2021 10:36:07 AM,75
0,500.0,07/05/2021 10:25:35 AM,75
0,865.0,07/05/2021 10:07:06 AM,75
0,215.0,07/05/2021 10:48:33 AM,75
0,617.0,07/05/2021 10:54:59 AM,75
0,402.0,07/05/2021 10:37:08 AM,75
0,1029.0,07/05/2021 10:30:55 AM,75
0,388.0,07/05/2021 10:15:44 AM,75
0,863.0,07/05/2021 10:05:54 AM,75
0,873.0,07/05/2021 10:20:41 AM,75
0,1028.0,07/05/2021 10:48:19 AM,75
0,382.0,07/05/2021 10:27:53 AM,75
0,367.0,07/05/2021 10:56:02 AM,75
0,10.0,07/05/2021 11:59:06 AM,75
0,2032.0,07/05/2021 11:48:42 AM,75
0,916.0,07/05/2021 11:51:24 AM,75
0,200.0,07/05/2021 11:27:34 AM,75
0,619.0,07/05/2021 11:31:55 AM,75
0,509.0,07/05/2021 11:22:03 AM,75
0,475.0,07/05/2021 11:51:58 AM,75
0,794.0,07/05/2021 11:01:56 AM,75
0,522.0,07/05/2021 11:43:20 AM,75
0,422.0,07/05/2021 11:47:20 AM,75
0,547.0,07/05/2021 11:33:19 AM,75
0,551.0,07/05/2021 11:28:02 AM,75
0,288.0,07/05/2021 11:16:15 AM,75
0,546.0,07/05/2021 11:41:54 AM,75
0,88.0,07/05/2021 11:44:48 AM,75
0,344.0,07/05/2021 11:12:07 AM,75
0,532.0,07/05/2021 11:22:51 AM,75
0,480.0,07/05/2021 11:49:16 AM,75
0,824.0,07/05/2021 11:02:33 AM,75
0,248.0,07/05/2021 11:31:29 AM,75
