weekday,duration,tpep_pickup_datetime,PULocationID
0,391.0,07/05/2021 12:47:39 AM,100
0,594.0,07/05/2021 12:44:14 AM,100
0,369.0,07/05/2021 12:41:41 AM,100
0,258.0,07/05/2021 12:43:36 AM,100
0,536.0,07/05/2021 12:07:59 AM,100
0,950.0,07/05/2021 12:36:29 AM,100
0,641.0,07/05/2021 12:21:30 AM,100
0,434.0,07/05/2021 12:03:46 AM,100
0,92.0,07/05/2021 12:08:45 AM,100
0,596.0,07/05/2021 12:57:17 AM,100
0,795.0,07/05/2021 12:05:15 AM,100
0,309.0,07/05/2021 12:23:33 AM,100
0,412.0,07/05/2021 12:10:01 AM,100
0,244.0,07/05/2021 12:40:49 AM,100
0,360.0,07/05/2021 12:50:18 AM,100
0,753.0,07/05/2021 12:07:44 AM,100
0,308.0,07/05/2021 12:01:13 AM,100
0,1340.0,07/05/2021 12:52:43 AM,100
0,306.0,07/05/2021 12:08:59 AM,100
0,287.0,07/05/2021 12:27:34 AM,100
0,235.0,07/05/2021 01:09:28 AM,100
0,143.0,07/05/2021 01:01:31 AM,100
0,1081.0,07/05/2021 01:09:46 AM,100
0,876.0,07/05/2021 01:37:06 AM,100
0,974.0,07/05/2021 01:26:47 AM,100
0,918.0,07/05/2021 01:59:12 AM,100
0,899.0,07/05/2021 01:20:56 AM,100
0,540.0,07/05/2021 01:21:18 AM,100
0,448.0,07/05/2021 01:42:03 AM,100
0,1606.0,07/05/2021 01:11:04 AM,100
0,0.0,07/05/2021 01:32:03 AM,100
0,2245.0,07/05/2021 01:09:54 AM,100
0,485.0,07/05/2021 01:10:03 AM,100
0,1232.0,07/05/2021 01:50:42 AM,100
0,1066.0,07/05/2021 01:02:55 AM,100
0,329.0,07/05/2021 01:31:46 AM,100
0,216.0,07/05/2021 01:47:27 AM,100
0,1560.0,07/05/2021 01:15:13 AM,100
0,456.0,07/05/2021 01:18:19 AM,100
0,2057.0,07/05/2021 01:55:00 AM,100
0,1535.0,07/05/2021 01:10:46 AM,100
0,204.0,07/05/2021 01:41:27 AM,100
0,191.0,07/05/2021 02:18:11 AM,100
0,929.0,07/05/2021 02:25:21 AM,100
0,356.0,07/05/2021 02:47:47 AM,100
0,706.0,07/05/2021 02:07:35 AM,100
0,1607.0,07/05/2021 02:42:10 AM,100
0,302.0,07/05/2021 02:47:18 AM,100
0,664.0,07/05/2021 02:55:02 AM,100
0,274.0,07/05/2021 02:13:37 AM,100
0,547.0,07/05/2021 02:35:45 AM,100
0,354.0,07/05/2021 02:07:49 AM,100
0,1342.0,07/05/2021 02:13:29 AM,100
0,386.0,07/05/2021 02:36:05 AM,100
0,172.0,07/05/2021 02:13:50 AM,100
0,704.0,07/05/2021 03:54:41 AM,100
0,532.0,07/05/2021 03:53:40 AM,100
0,585.0,07/05/2021 03:06:59 AM,100
0,356.0,07/05/2021 03:01:09 AM,100
0,841.0,07/05/2021 03:15:10 AM,100
0,377.0,07/05/2021 03:12:44 AM,100
0,397.0,07/05/2021 03:30:43 AM,100
0,330.0,07/05/2021 03:06:52 AM,100
0,1269.0,07/05/2021 03:34:01 AM,100
0,319.0,07/05/2021 03:21:27 AM,100
0,200.0,07/05/2021 03:47:31 AM,100
0,1262.0,07/05/2021 03:36:54 AM,100
0,1025.0,07/05/2021 04:44:12 AM,100
0,1397.0,07/05/2021 04:48:07 AM,100
0,1474.0,07/05/2021 04:32:21 AM,100
0,90.0,07/05/2021 05:56:56 AM,100
0,889.0,07/05/2021 05:51:23 AM,100
0,496.0,07/05/2021 05:06:44 AM,100
0,394.0,07/05/2021 05:05:30 AM,100
0,129.0,07/05/2021 05:06:55 AM,100
0,662.0,07/05/2021 05:47:50 AM,100
0,1434.0,07/05/2021 05:28:11 AM,100
0,1495.0,07/05/2021 05:53:24 AM,100
0,544.0,07/05/2021 05:24:45 AM,100
0,214.0,07/05/2021 05:37:07 AM,100
0,841.0,07/05/2021 06:03:55 AM,100
0,373.0,07/05/2021 06:36:29 AM,100
0,494.0,07/05/2021 06:53:52 AM,100
0,1361.0,07/05/2021 06:43:46 AM,100
0,238.0,07/05/2021 06:50:38 AM,100
0,305.0,07/05/2021 06:12:18 AM,100
0,292.0,07/05/2021 06:38:21 AM,100
0,333.0,07/05/2021 06:20:32 AM,100
0,1197.0,07/05/2021 06:05:02 AM,100
0,626.0,07/05/2021 06:55:36 AM,100
0,479.0,07/05/2021 06:19:38 AM,100
0,314.0,07/05/2021 06:36:58 AM,100
0,638.0,07/05/2021 06:53:08 AM,100
0,993.0,07/05/2021 06:07:26 AM,100
0,891.0,07/05/2021 06:59:45 AM,100
0,309.0,07/05/2021 06:55:16 AM,100
0,415.0,07/05/2021 06:42:12 AM,100
