weekday,duration,tpep_pickup_datetime,PULocationID
0,2225.0,07/05/2021 03:22:54 PM,136
0,3794.0,07/05/2021 05:56:41 PM,136
0,1681.0,07/05/2021 11:30:54 PM,136
0,109.0,07/05/2021 11:15:39 PM,136
0,1127.0,07/12/2021 06:42:27 AM,136
0,1714.0,07/12/2021 03:15:42 PM,136
0,3185.0,07/12/2021 04:29:11 PM,136
0,5315.0,07/12/2021 04:57:42 PM,136
0,2404.0,07/19/2021 04:32:19 PM,136
0,6634.0,07/19/2021 04:01:44 PM,136
0,4092.0,07/19/2021 11:35:10 PM,136
0,1629.0,07/19/2021 11:04:56 PM,136
0,1070.0,07/26/2021 08:52:53 AM,136
0,937.0,07/26/2021 09:37:27 AM,136
0,4075.0,07/26/2021 10:05:59 AM,136
0,0.0,07/26/2021 03:58:02 PM,136
0,3827.0,07/26/2021 04:09:05 PM,136
0,4538.0,07/26/2021 11:21:26 PM,136
0,1328.0,07/05/2021 03:24:18 PM,136
0,3120.0,07/05/2021 03:33:00 PM,136
0,2520.0,07/05/2021 05:12:00 PM,136
0,1560.0,07/12/2021 07:41:00 AM,136
0,3480.0,07/12/2021 07:58:00 AM,136
0,444.0,07/05/2021 12:44:00 PM,136
0,2280.0,07/12/2021 09:04:00 AM,136
0,1288.0,07/12/2021 10:19:39 AM,136
0,1523.0,07/12/2021 01:32:18 PM,136
0,4140.0,07/12/2021 01:20:00 PM,136
0,2280.0,07/19/2021 12:47:00 PM,136
0,1032.0,07/19/2021 07:43:11 AM,136
0,1380.0,07/19/2021 07:36:00 AM,136
0,2040.0,07/19/2021 11:56:00 AM,136
0,1522.0,07/26/2021 04:31:51 PM,136
0,1800.0,07/26/2021 12:27:00 PM,136
