weekday,duration,tpep_pickup_datetime,PULocationID
0,1532.0,07/05/2021 01:53:22 AM,61
0,1069.0,07/05/2021 01:45:39 AM,61
0,55.0,07/05/2021 02:14:49 AM,61
0,1493.0,07/05/2021 05:20:27 AM,61
0,95.0,07/05/2021 03:49:51 PM,61
0,2.0,07/05/2021 11:38:15 PM,61
0,2706.0,07/12/2021 05:21:23 AM,61
0,15696.0,07/12/2021 11:27:03 AM,61
0,3456.0,07/12/2021 11:36:01 AM,61
0,131.0,07/12/2021 11:20:59 AM,61
0,408.0,07/12/2021 12:07:56 PM,61
0,2639.0,07/12/2021 01:13:50 PM,61
0,3529.0,07/12/2021 03:52:19 PM,61
0,476.0,07/19/2021 12:44:56 AM,61
0,928.0,07/19/2021 08:17:31 AM,61
0,467.0,07/19/2021 10:53:38 PM,61
0,37.0,07/19/2021 11:00:43 PM,61
0,37.0,07/19/2021 11:00:43 PM,61
0,662.0,07/26/2021 01:30:04 AM,61
0,1574.0,07/26/2021 10:54:24 AM,61
0,2413.0,07/26/2021 11:08:22 AM,61
0,1015.0,07/26/2021 03:21:30 PM,61
0,1646.0,07/26/2021 05:15:50 PM,61
0,268.0,07/26/2021 06:35:58 PM,61
0,38.0,07/26/2021 09:55:14 PM,61
0,727.0,07/26/2021 10:29:51 PM,61
0,772.0,07/26/2021 11:05:14 PM,61
0,1320.0,07/05/2021 01:37:00 PM,61
0,2020.0,07/05/2021 02:29:31 PM,61
0,200.0,07/05/2021 02:44:44 PM,61
0,2570.0,07/05/2021 02:51:47 PM,61
0,334.0,07/05/2021 03:16:38 PM,61
0,2100.0,07/05/2021 04:50:00 PM,61
0,1777.0,07/05/2021 04:39:45 PM,61
0,1440.0,07/05/2021 05:03:00 PM,61
0,1173.0,07/05/2021 06:05:14 PM,61
0,1474.0,07/05/2021 07:26:10 PM,61
0,2820.0,07/05/2021 07:50:00 PM,61
0,1795.0,07/05/2021 07:10:30 PM,61
0,1440.0,07/05/2021 12:58:00 AM,61
0,1260.0,07/05/2021 08:48:00 PM,61
0,900.0,07/05/2021 09:54:00 PM,61
0,2100.0,07/05/2021 12:12:00 AM,61
0,1920.0,07/05/2021 12:27:00 AM,61
