weekday,duration,tpep_pickup_datetime,PULocationID
0,1503.0,07/05/2021 12:56:44 AM,255
0,1849.0,07/05/2021 12:12:19 AM,255
0,43.0,07/05/2021 12:46:58 AM,255
0,761.0,07/05/2021 12:48:25 AM,255
0,1193.0,07/05/2021 01:57:01 AM,255
0,849.0,07/05/2021 02:23:07 AM,255
0,1936.0,07/05/2021 02:08:03 AM,255
0,9.0,07/05/2021 11:59:10 AM,255
0,1460.0,07/05/2021 01:10:38 PM,255
0,10.0,07/05/2021 03:00:12 PM,255
0,325.0,07/05/2021 04:54:08 PM,255
0,317.0,07/05/2021 05:28:49 PM,255
0,339.0,07/05/2021 06:37:35 PM,255
0,1239.0,07/05/2021 06:37:14 PM,255
0,1015.0,07/05/2021 06:55:55 PM,255
0,1392.0,07/05/2021 06:29:40 PM,255
0,1205.0,07/05/2021 08:40:24 PM,255
0,1150.0,07/05/2021 09:57:42 PM,255
0,965.0,07/05/2021 10:20:56 PM,255
0,920.0,07/05/2021 10:15:08 PM,255
0,6.0,07/12/2021 01:16:41 AM,255
0,389.0,07/12/2021 02:23:37 AM,255
0,1222.0,07/12/2021 07:31:25 PM,255
0,257.0,07/12/2021 09:24:12 PM,255
0,800.0,07/12/2021 10:52:45 PM,255
0,891.0,07/12/2021 10:25:49 PM,255
0,489.0,07/12/2021 10:09:51 PM,255
0,542.0,07/12/2021 11:37:17 PM,255
0,190.0,07/12/2021 11:18:14 PM,255
0,941.0,07/12/2021 11:18:33 PM,255
0,1682.0,07/19/2021 12:20:00 AM,255
0,1124.0,07/19/2021 01:44:27 AM,255
0,311.0,07/19/2021 01:07:07 AM,255
0,1233.0,07/19/2021 12:58:01 PM,255
0,2440.0,07/19/2021 06:11:36 PM,255
0,1104.0,07/19/2021 07:53:02 PM,255
0,976.0,07/19/2021 10:30:03 PM,255
0,664.0,07/26/2021 12:36:22 AM,255
0,849.0,07/26/2021 12:44:29 AM,255
0,675.0,07/26/2021 02:42:51 AM,255
0,971.0,07/26/2021 06:59:40 PM,255
0,268.0,07/26/2021 08:51:53 PM,255
0,1323.0,07/26/2021 08:19:15 PM,255
0,980.0,07/26/2021 10:55:20 PM,255
0,721.0,07/26/2021 10:49:11 PM,255
0,596.0,07/26/2021 11:32:49 PM,255
0,891.0,07/26/2021 11:57:58 PM,255
0,2014.0,07/05/2021 04:26:03 PM,255
0,2340.0,07/05/2021 04:15:00 PM,255
0,960.0,07/05/2021 06:34:00 PM,255
0,1080.0,07/05/2021 06:17:00 PM,255
0,1200.0,07/05/2021 08:43:00 PM,255
0,1303.0,07/05/2021 08:03:55 PM,255
0,1080.0,07/05/2021 12:28:00 AM,255
0,1131.0,07/05/2021 12:10:43 AM,255
0,1440.0,07/05/2021 01:59:00 AM,255
0,1976.0,07/05/2021 01:17:57 AM,255
0,1260.0,07/05/2021 01:52:00 AM,255
0,890.0,07/05/2021 02:18:38 AM,255
0,660.0,07/05/2021 10:09:00 PM,255
0,1260.0,07/05/2021 11:59:00 PM,255
0,741.0,07/05/2021 03:47:58 AM,255
0,1324.0,07/05/2021 04:06:56 AM,255
0,840.0,07/05/2021 06:20:00 AM,255
0,1440.0,07/05/2021 10:29:00 AM,255
0,840.0,07/05/2021 11:43:00 AM,255
0,999.0,07/05/2021 11:50:08 AM,255
0,1860.0,07/12/2021 07:01:00 AM,255
0,759.0,07/05/2021 12:57:35 PM,255
0,1080.0,07/12/2021 07:48:00 AM,255
0,1860.0,07/12/2021 09:35:00 PM,255
0,1680.0,07/12/2021 09:48:00 PM,255
0,1440.0,07/12/2021 10:27:00 PM,255
0,1822.0,07/12/2021 10:15:21 PM,255
0,1158.0,07/12/2021 10:55:54 PM,255
0,1080.0,07/12/2021 10:22:00 PM,255
0,1383.0,07/12/2021 10:59:05 PM,255
0,1240.0,07/12/2021 10:27:06 PM,255
0,900.0,07/12/2021 11:52:00 PM,255
0,1200.0,07/12/2021 11:59:00 AM,255
0,1277.0,07/12/2021 01:45:47 PM,255
0,1620.0,07/12/2021 01:10:00 PM,255
0,1860.0,07/19/2021 12:15:00 AM,255
0,2065.0,07/19/2021 12:41:05 PM,255
0,944.0,07/19/2021 04:52:00 AM,255
0,1511.0,07/19/2021 05:14:11 AM,255
0,660.0,07/19/2021 05:14:00 AM,255
0,740.0,07/19/2021 02:29:25 PM,255
0,1020.0,07/12/2021 12:56:00 AM,255
0,2160.0,07/19/2021 02:48:00 PM,255
0,1076.0,07/19/2021 07:31:01 AM,255
0,785.0,07/12/2021 05:23:15 AM,255
0,3061.0,07/19/2021 03:27:17 PM,255
0,3660.0,07/19/2021 03:40:00 PM,255
0,1080.0,07/19/2021 09:57:00 AM,255
0,1333.0,07/19/2021 11:11:11 AM,255
0,780.0,07/26/2021 04:29:00 AM,255
0,1680.0,07/26/2021 04:28:00 AM,255
0,960.0,07/19/2021 09:43:00 PM,255
0,1440.0,07/26/2021 05:17:00 AM,255
0,600.0,07/26/2021 06:19:00 AM,255
0,1938.0,07/19/2021 11:54:28 PM,255
0,476.0,07/19/2021 11:43:31 PM,255
0,1560.0,07/26/2021 05:26:00 PM,255
0,887.0,07/26/2021 06:51:27 PM,255
0,1093.0,07/26/2021 11:22:16 AM,255
0,1740.0,07/26/2021 10:06:00 PM,255
0,900.0,07/26/2021 10:16:00 PM,255
