weekday,duration,tpep_pickup_datetime,PULocationID
0,691.0,07/19/2021 08:15:34 AM,224
0,351.0,07/05/2021 12:23:58 AM,224
0,367.0,07/05/2021 12:45:50 AM,224
0,850.0,07/05/2021 12:37:48 AM,224
0,756.0,07/05/2021 01:00:00 AM,224
0,8.0,07/05/2021 01:30:55 AM,224
0,748.0,07/05/2021 01:46:45 AM,224
0,211.0,07/05/2021 03:38:27 AM,224
0,444.0,07/05/2021 05:51:55 AM,224
0,211.0,07/05/2021 07:52:29 AM,224
0,353.0,07/05/2021 08:26:08 AM,224
0,412.0,07/05/2021 08:53:44 AM,224
0,656.0,07/05/2021 08:28:09 AM,224
0,358.0,07/05/2021 08:20:41 AM,224
0,806.0,07/05/2021 09:34:10 AM,224
0,735.0,07/05/2021 09:53:34 AM,224
0,23.0,07/05/2021 09:06:00 AM,224
0,649.0,07/05/2021 09:30:47 AM,224
0,448.0,07/05/2021 09:48:35 AM,224
0,387.0,07/05/2021 10:47:31 AM,224
0,587.0,07/05/2021 09:59:01 AM,224
0,706.0,07/05/2021 10:01:27 AM,224
0,559.0,07/05/2021 10:03:01 AM,224
0,482.0,07/05/2021 11:29:31 AM,224
0,446.0,07/05/2021 11:17:30 AM,224
0,206.0,07/05/2021 11:30:51 AM,224
0,385.0,07/05/2021 11:34:21 AM,224
0,213.0,07/05/2021 11:32:59 AM,224
0,532.0,07/05/2021 12:56:15 PM,224
0,774.0,07/05/2021 12:11:14 PM,224
0,640.0,07/05/2021 12:11:33 PM,224
0,913.0,07/05/2021 12:17:00 PM,224
0,566.0,07/05/2021 01:20:11 PM,224
0,597.0,07/05/2021 01:24:30 PM,224
0,640.0,07/05/2021 02:24:45 PM,224
0,403.0,07/05/2021 02:48:39 PM,224
0,337.0,07/05/2021 02:43:55 PM,224
0,349.0,07/05/2021 03:24:31 PM,224
0,742.0,07/05/2021 03:00:44 PM,224
0,494.0,07/05/2021 03:49:35 PM,224
0,633.0,07/05/2021 03:01:12 PM,224
0,483.0,07/05/2021 03:30:35 PM,224
0,439.0,07/05/2021 03:02:53 PM,224
0,487.0,07/05/2021 04:00:29 PM,224
0,757.0,07/05/2021 03:08:54 PM,224
0,314.0,07/05/2021 04:17:40 PM,224
0,873.0,07/05/2021 04:54:38 PM,224
0,582.0,07/05/2021 04:31:42 PM,224
0,664.0,07/05/2021 04:27:55 PM,224
0,277.0,07/05/2021 04:20:18 PM,224
0,1017.0,07/05/2021 04:50:36 PM,224
0,908.0,07/05/2021 04:03:09 PM,224
0,10.0,07/05/2021 05:19:21 PM,224
0,564.0,07/05/2021 06:16:52 PM,224
0,564.0,07/05/2021 06:16:52 PM,224
0,815.0,07/05/2021 06:03:06 PM,224
0,712.0,07/05/2021 06:00:00 PM,224
0,346.0,07/05/2021 06:43:47 PM,224
0,769.0,07/05/2021 06:04:23 PM,224
0,877.0,07/05/2021 07:03:15 PM,224
0,260.0,07/05/2021 07:07:41 PM,224
0,245.0,07/05/2021 06:49:50 PM,224
0,347.0,07/05/2021 08:53:36 PM,224
0,574.0,07/05/2021 08:01:06 PM,224
0,1597.0,07/05/2021 08:30:01 PM,224
0,853.0,07/05/2021 09:32:34 PM,224
0,210.0,07/05/2021 09:05:28 PM,224
0,563.0,07/05/2021 09:18:10 PM,224
