Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1187,1084,1250,1310,1447,1781,1468
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
29,30,30,28,35,44,32
