Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
4506,5063,5434,5645,5760,3989,3292
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
6324,6829,7189,8692,7747,6629,4440
