Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3462,3721,3943,4318,4597,4652,3619
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
277,346,363,565,734,1003,577
