Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
4780,5508,5750,6153,6449,5743,4604
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
6852,8557,9269,12623,12855,12728,7199
