Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1901,1695,1781,1993,2054,2101,1810
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1639,1622,1657,2158,2164,2565,1650
