Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3508,3804,4006,4340,4880,5036,4018
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
58,76,73,107,112,143,95
