Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
4287,4208,4543,4884,5794,6645,5281
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
108,58,52,104,123,337,288
