Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2858,3114,3366,3417,3706,3433,2834
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
9674,11967,12316,15347,14604,13163,8236
