Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2095,2149,2293,2313,2428,2399,1970
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1710,2082,2103,2616,2892,2122,1424
