Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
7255,6903,7263,7760,8781,10110,7966
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
4177,4720,5105,5994,6238,7475,4675
