Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
8787,8943,9558,9826,11130,9895,8060
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
8852,9922,10495,13564,14024,14937,9577
