Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
16069,17071,18884,19515,21267,20021,15270
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
7644,8286,8875,11120,11340,12226,8213
