Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2936,3634,3791,3742,3671,2126,1626
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
12827,15921,17290,19865,15554,11324,6636
