Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1190,1017,1250,1147,1272,1572,1404
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
7,13,9,12,19,10,7
