Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1166,1231,1256,1403,1463,1353,1028
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
7,8,11,12,8,11,7
