Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3577,3711,3959,4324,4675,4387,3314
Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2452,2826,2800,3683,3868,4090,2539
