weekday,duration,start_zoneID,started_at
0,231.0,167,2021-07-12 14:08:00
0,2681.0,167,2021-07-12 09:33:14
0,116.0,167,2021-07-05 10:05:58
0,187.0,167,2021-07-26 09:52:06
0,3468.0,167,2021-07-12 17:36:48
0,2097.0,167,2021-07-26 22:00:29
0,1214.0,167,2021-07-26 18:02:05
0,102.0,167,2021-07-05 14:55:23
0,88.0,167,2021-07-12 14:17:27
0,197.0,167,2021-07-26 19:58:14
0,968.0,167,2021-07-26 18:38:26
0,1568.0,167,2021-07-12 09:35:40
0,821.0,167,2021-07-26 22:42:34
0,1957.0,167,2021-07-05 11:01:45
0,506.0,167,2021-07-19 23:02:26
0,18596.0,167,2021-07-26 14:54:28
0,1877.0,167,2021-07-19 21:06:28
0,1388.0,167,2021-07-19 23:13:11
0,1851.0,167,2021-07-19 19:20:23
0,2537.0,167,2021-07-12 15:32:37
0,1165.0,167,2021-07-12 10:33:01
0,453.0,167,2021-07-12 15:42:51
0,655.0,167,2021-07-26 12:03:00
0,1330.0,167,2021-07-12 17:08:16
0,873.0,167,2021-07-19 11:18:44
0,235.0,167,2021-07-12 02:24:18
0,4769.0,167,2021-07-12 00:59:55
0,121.0,167,2021-07-05 14:16:38
0,150.0,167,2021-07-19 06:52:17
0,503.0,167,2021-07-19 17:15:43
0,788.0,167,2021-07-26 05:51:05
0,624.0,167,2021-07-12 13:10:31
0,1478.0,167,2021-07-26 11:43:08
0,1399.0,167,2021-07-12 00:55:55
0,205.0,167,2021-07-12 14:48:23
0,92.0,167,2021-07-12 14:13:43
0,1202.0,167,2021-07-19 16:25:41
0,1148.0,167,2021-07-12 16:25:42
0,2388.0,167,2021-07-12 15:49:13
0,401.0,167,2021-07-12 18:22:44
0,416.0,167,2021-07-19 19:18:10
0,2255.0,167,2021-07-19 14:57:09
0,9803.0,167,2021-07-12 16:10:26
0,396.0,167,2021-07-26 19:19:10
0,4570.0,167,2021-07-26 22:50:58
0,712.0,167,2021-07-19 14:47:38
0,1913.0,167,2021-07-26 15:00:55
0,3317.0,167,2021-07-26 15:32:47
0,926.0,167,2021-07-19 14:49:38
0,3362.0,167,2021-07-05 13:06:52
0,4358.0,167,2021-07-05 17:33:44
0,1069.0,167,2021-07-26 20:47:40
0,838.0,167,2021-07-19 11:20:20
0,881.0,167,2021-07-12 17:44:12
0,458.0,167,2021-07-26 16:04:19
0,915.0,167,2021-07-26 18:33:17
0,601.0,167,2021-07-19 11:41:12
0,1022.0,167,2021-07-05 01:45:20
0,1633.0,167,2021-07-19 06:54:24
0,314.0,167,2021-07-26 23:13:51
0,470.0,167,2021-07-26 22:33:53
0,691.0,167,2021-07-12 17:00:48
0,1057.0,167,2021-07-19 18:26:56
0,591.0,167,2021-07-12 20:32:36
0,245.0,167,2021-07-19 00:21:26
0,395.0,167,2021-07-12 14:19:51
0,1884.0,167,2021-07-19 21:06:16
0,308.0,167,2021-07-19 20:18:15
0,799.0,167,2021-07-26 15:43:47
0,838.0,167,2021-07-12 20:09:10
0,197.0,167,2021-07-26 07:04:46
0,389.0,167,2021-07-19 17:47:09
0,614.0,167,2021-07-19 12:04:42
0,12780.0,167,2021-07-12 13:00:30
0,330.0,167,2021-07-26 22:51:48
0,823.0,167,2021-07-05 22:38:08
0,970.0,167,2021-07-19 19:58:27
0,318.0,167,2021-07-05 20:44:51
0,201.0,167,2021-07-19 18:33:44
0,627.0,167,2021-07-19 06:13:37
0,477.0,167,2021-07-26 17:16:39
0,2692.0,167,2021-07-19 19:04:32
0,1427.0,167,2021-07-19 21:26:29
0,2273.0,167,2021-07-26 18:52:54
0,1919.0,167,2021-07-26 16:28:11
0,122.0,167,2021-07-19 09:22:26
0,220.0,167,2021-07-26 19:05:04
0,710.0,167,2021-07-05 00:30:03
0,973.0,167,2021-07-19 16:38:20
0,171.0,167,2021-07-19 09:21:48
0,3088.0,167,2021-07-26 10:38:25
0,720.0,167,2021-07-12 20:57:08
0,1289.0,167,2021-07-26 17:05:58
0,568.0,167,2021-07-26 15:33:32
0,901.0,167,2021-07-19 08:12:57
0,556.0,167,2021-07-19 17:19:51
0,148.0,167,2021-07-05 10:19:48
0,143.0,167,2021-07-19 22:51:39
0,293.0,167,2021-07-05 14:12:12
0,116.0,167,2021-07-12 23:34:28
0,510.0,167,2021-07-26 06:24:52
0,5399.0,167,2021-07-05 16:04:18
0,423.0,167,2021-07-26 06:48:08
0,288.0,167,2021-07-05 23:42:52
0,369.0,167,2021-07-19 06:26:14
0,307.0,167,2021-07-12 23:17:05
0,538.0,167,2021-07-05 17:32:50
0,15160.0,167,2021-07-05 23:58:24
0,517.0,167,2021-07-05 17:33:00
0,730.0,167,2021-07-26 13:27:22
0,374.0,167,2021-07-19 17:36:06
0,636.0,167,2021-07-05 20:36:21
0,324.0,167,2021-07-12 17:38:46
0,373.0,167,2021-07-12 14:30:49
0,500.0,167,2021-07-26 14:34:43
0,365.0,167,2021-07-19 14:32:54
0,677.0,167,2021-07-26 03:51:24
0,954.0,167,2021-07-05 15:33:22
0,1273.0,167,2021-07-19 17:04:22
0,571.0,167,2021-07-05 08:15:36
0,425.0,167,2021-07-19 09:23:34
0,1296.0,167,2021-07-05 14:42:40
0,43.0,167,2021-07-26 15:49:26
0,56.0,167,2021-07-26 15:50:44
0,707.0,167,2021-07-12 16:04:15
0,5364.0,167,2021-07-26 20:43:46
0,319.0,167,2021-07-26 15:25:37
0,1146.0,167,2021-07-19 12:38:06
0,66.0,167,2021-07-19 07:31:22
0,461.0,167,2021-07-26 08:44:30
0,980.0,167,2021-07-26 12:41:06
0,76.0,167,2021-07-26 16:00:37
0,135.0,167,2021-07-26 15:57:37
0,441.0,167,2021-07-19 11:25:11
0,495.0,167,2021-07-19 08:04:58
0,2247.0,167,2021-07-12 16:10:35
0,979.0,167,2021-07-19 14:48:39
0,666.0,167,2021-07-19 08:29:38
0,727.0,167,2021-07-19 13:46:01
0,389.0,167,2021-07-19 10:56:27
0,1045.0,167,2021-07-19 07:32:57
0,178.0,167,2021-07-12 00:34:04
0,357.0,167,2021-07-12 10:16:10
0,5576.0,167,2021-07-26 08:51:40
0,5509.0,167,2021-07-26 08:52:40
0,109.0,167,2021-07-12 10:48:36
0,182.0,167,2021-07-19 17:11:08
0,478.0,167,2021-07-05 12:04:15
0,695.0,167,2021-07-12 22:23:16
0,527.0,167,2021-07-19 23:20:15
0,2068.0,167,2021-07-19 15:40:59
0,722.0,167,2021-07-12 19:29:12
0,1421.0,167,2021-07-05 16:37:55
0,515.0,167,2021-07-19 17:59:46
0,158.0,167,2021-07-05 03:18:01
0,314.0,167,2021-07-19 17:19:21
0,275.0,167,2021-07-26 17:05:39
0,339.0,167,2021-07-19 17:15:55
0,2481.0,167,2021-07-19 14:12:36
0,2099.0,167,2021-07-12 00:27:05
0,814.0,167,2021-07-19 18:26:12
0,203.0,167,2021-07-12 11:46:05
0,260.0,167,2021-07-19 18:48:13
0,854.0,167,2021-07-19 18:26:12
0,378.0,167,2021-07-05 13:25:09
0,683.0,167,2021-07-12 21:43:57
0,1361.0,167,2021-07-19 22:06:13
0,668.0,167,2021-07-12 09:50:08
0,590.0,167,2021-07-12 00:37:21
0,829.0,167,2021-07-26 20:47:50
0,438.0,167,2021-07-05 13:23:29
0,407.0,167,2021-07-19 09:23:24
0,314.0,167,2021-07-05 01:26:36
0,373.0,167,2021-07-05 18:34:03
0,707.0,167,2021-07-12 14:20:21
0,121.0,167,2021-07-05 17:20:00
0,690.0,167,2021-07-19 15:58:11
0,282.0,167,2021-07-05 16:48:33
0,913.0,167,2021-07-19 01:42:54
0,937.0,167,2021-07-19 01:42:04
0,38.0,167,2021-07-19 00:17:57
0,188.0,167,2021-07-26 12:57:13
0,204.0,167,2021-07-12 16:41:15
0,12.0,167,2021-07-26 13:27:35
0,205.0,167,2021-07-19 20:49:04
0,2.0,167,2021-07-19 17:29:46
0,176.0,167,2021-07-12 23:16:41
0,55.0,167,2021-07-26 12:29:02
0,176.0,167,2021-07-19 07:58:40
0,238.0,167,2021-07-19 09:30:39
0,179.0,167,2021-07-19 17:17:43
0,476.0,167,2021-07-26 16:11:16
0,23.0,167,2021-07-19 17:51:13
0,1926.0,167,2021-07-26 20:04:07
0,310.0,167,2021-07-19 22:52:15
0,2221.0,167,2021-07-19 13:07:56
0,3391.0,167,2021-07-05 21:01:13
0,7154.0,167,2021-07-19 16:49:03
0,26.0,167,2021-07-05 19:54:21
0,27.0,167,2021-07-05 19:53:26
0,46.0,167,2021-07-12 13:14:36
0,10.0,167,2021-07-05 20:06:44
0,8.0,167,2021-07-05 20:06:19
0,1526.0,167,2021-07-19 18:01:42
0,137.0,167,2021-07-12 17:00:39
0,1479.0,167,2021-07-05 23:39:07
0,1506.0,167,2021-07-12 10:27:21
0,214.0,167,2021-07-26 21:04:34
0,1295.0,167,2021-07-05 14:19:18
0,1527.0,167,2021-07-26 18:53:12
