ride_type,hour,mean
bike,0,1785.958762886598
bike,1,1367.2613636363637
bike,2,838.3166666666667
bike,3,680.925925925926
bike,4,1416.3181818181818
bike,5,1014.2777777777778
bike,6,545.8064516129032
bike,7,950.5396825396825
bike,8,965.306358381503
bike,9,878.2179487179487
bike,10,1801.8142857142857
bike,11,954.5
bike,12,882.3483870967742
bike,13,1012.4539007092199
bike,14,1043.290909090909
bike,15,1504.5085714285715
bike,16,1113.370588235294
bike,17,995.55
bike,18,826.3288288288288
bike,19,1319.7758620689656
bike,20,2351.979865771812
bike,21,1201.2935779816514
bike,22,825.5434782608696
bike,23,1720.592
taxi,0,702.25
taxi,1,
taxi,2,440.25
taxi,3,952.5
taxi,4,930.5
taxi,5,
taxi,6,
taxi,7,1234.0
taxi,8,772.3333333333334
taxi,9,1856.2222222222222
taxi,10,1210.4285714285713
taxi,11,1770.7272727272727
taxi,12,1866.2857142857142
taxi,13,1725.4
taxi,14,1394.75
taxi,15,1895.7
taxi,16,908.0
taxi,17,2457.5
taxi,18,1124.111111111111
taxi,19,1453.6
taxi,20,1081.0
taxi,21,498.375
taxi,22,659.0
taxi,23,969.1428571428571
