ride_type,hour,mean
bike,0,1549.6724137931035
bike,1,1063.3076923076924
bike,2,4771.909090909091
bike,3,1064.3333333333333
bike,4,1197.1666666666667
bike,5,844.8461538461538
bike,6,859.936507936508
bike,7,1201.1969696969697
bike,8,989.5695652173913
bike,9,941.0670103092783
bike,10,1236.1263537906136
bike,11,1546.2279635258358
bike,12,1700.3560606060605
bike,13,1439.0152671755725
bike,14,2501.25
bike,15,1615.1337099811676
bike,16,1594.814606741573
bike,17,1518.0652173913043
bike,18,1505.3333333333333
bike,19,1547.5540796963946
bike,20,1347.9817767653758
bike,21,1313.048888888889
bike,22,1274.885
bike,23,1256.6944444444443
taxi,0,579.0
taxi,1,618.0
taxi,2,505.75
taxi,3,
taxi,4,544.0
taxi,5,1017.6666666666666
taxi,6,1673.2857142857142
taxi,7,1595.6
taxi,8,1421.4444444444443
taxi,9,1515.8
taxi,10,1540.2
taxi,11,1289.7
taxi,12,1842.2142857142858
taxi,13,1245.7
taxi,14,1275.2727272727273
taxi,15,1257.25
taxi,16,1374.923076923077
taxi,17,656.6363636363636
taxi,18,867.8
taxi,19,1200.0
taxi,20,757.3333333333334
taxi,21,1128.3333333333333
taxi,22,2441.8571428571427
taxi,23,1485.5
