ride_type,hour,mean
bike,0,1219.1659192825111
bike,1,1540.6218905472638
bike,2,1948.0405727923628
bike,3,1977.1902834008097
bike,4,1432.7266666666667
bike,5,683.8085808580859
bike,6,606.5798687089715
bike,7,752.9537304800463
bike,8,766.3316346530772
bike,9,861.4056603773585
bike,10,1076.840830449827
bike,11,1105.1762995274446
bike,12,1126.1408544726303
bike,13,1144.1998734977863
bike,14,1154.3774774774774
bike,15,1160.6497224656734
bike,16,1102.4488353834074
bike,17,2246.8535818005807
bike,18,1069.8155802861686
bike,19,1868.8972129890053
bike,20,1093.8336068263866
bike,21,1205.029748283753
bike,22,1402.7444320712696
bike,23,1371.5031446540881
taxi,0,1053.4135737009544
taxi,1,1015.8268156424581
taxi,2,1322.5361990950225
taxi,3,1117.8714285714286
taxi,4,1718.0
taxi,5,825.622641509434
taxi,6,754.5539568345324
taxi,7,696.7936507936508
taxi,8,954.0161616161616
taxi,9,1458.5401174168298
taxi,10,1160.7495256166983
taxi,11,1328.9158050221565
taxi,12,1265.4712778429073
taxi,13,1039.8702651515152
taxi,14,1018.2971153846154
taxi,15,1318.9337298215803
taxi,16,1104.648116438356
taxi,17,1306.4100666173206
taxi,18,1078.3488520408164
taxi,19,1019.2116585704372
taxi,20,1067.9254843517137
taxi,21,1060.6082631981637
taxi,22,1097.1794478527606
taxi,23,1313.4027420736932
