ride_type,hour,mean
bike,0,2269.904761904762
bike,1,1081.423076923077
bike,2,1591.142857142857
bike,3,1006.1551724137931
bike,4,1024.0
bike,5,707.516129032258
bike,6,1601.4223602484471
bike,7,1272.840425531915
bike,8,1764.314606741573
bike,9,1254.594512195122
bike,10,1222.2166666666667
bike,11,1688.8387096774193
bike,12,1779.460648148148
bike,13,1711.2383292383292
bike,14,1677.0676532769555
bike,15,1764.1666666666667
bike,16,1538.0222222222221
bike,17,1603.5707236842106
bike,18,1675.7455197132617
bike,19,1556.1792656587472
bike,20,1411.8465227817746
bike,21,1536.4843304843305
bike,22,1039.9590163934427
bike,23,1153.093023255814
taxi,0,736.0526315789474
taxi,1,640.8823529411765
taxi,2,456.3333333333333
taxi,3,562.0
taxi,4,734.1
taxi,5,1430.85
taxi,6,1006.88
taxi,7,1154.28
taxi,8,3656.472222222222
taxi,9,1140.7631578947369
taxi,10,1199.1142857142856
taxi,11,1161.0
taxi,12,1261.7608695652175
taxi,13,1472.6567164179105
taxi,14,1523.4032258064517
taxi,15,1323.4507042253522
taxi,16,2816.137931034483
taxi,17,1664.7962962962963
taxi,18,1240.5454545454545
taxi,19,1150.8
taxi,20,827.25
taxi,21,1081.8846153846155
taxi,22,888.90625
taxi,23,840.2857142857143
