ride_type,hour,mean
bike,0,775.8270440251572
bike,1,1025.6989247311828
bike,2,579.2727272727273
bike,3,562.8111111111111
bike,4,1657.709090909091
bike,5,741.8486842105264
bike,6,729.2860962566845
bike,7,905.4575260804769
bike,8,793.8169533169533
bike,9,823.9869621903521
bike,10,858.8781456953642
bike,11,772.8708189158016
bike,12,990.0878623188406
bike,13,819.7287093942055
bike,14,946.780276816609
bike,15,816.4664830119376
bike,16,824.7008964955176
bike,17,952.4788434414669
bike,18,867.46396965866
bike,19,1082.0188679245282
bike,20,1039.8380872483222
bike,21,1022.6682577565632
bike,22,937.6084905660377
bike,23,1074.1241970021413
taxi,0,538.0526315789474
taxi,1,676.8928571428571
taxi,2,430.3125
taxi,3,686.2
taxi,4,621.1578947368421
taxi,5,455.4166666666667
taxi,6,850.0526315789474
taxi,7,1071.3157894736842
taxi,8,1469.1929824561403
taxi,9,1196.3076923076924
taxi,10,1263.5294117647059
taxi,11,996.4666666666667
taxi,12,1232.025
taxi,13,1072.25
taxi,14,1287.4782608695652
taxi,15,1757.7068965517242
taxi,16,1461.7380952380952
taxi,17,1268.8863636363637
taxi,18,1217.5111111111112
taxi,19,924.6052631578947
taxi,20,965.2
taxi,21,1075.7096774193549
taxi,22,1213.18
taxi,23,882.5813953488372
