ride_type,hour,mean
bike,0,941.3979848866499
bike,1,1499.0483558994197
bike,2,1377.02849002849
bike,3,1376.6445497630332
bike,4,866.9319727891157
bike,5,1419.1496062992126
bike,6,1043.1466992665037
bike,7,662.4137426900585
bike,8,800.3511777301927
bike,9,811.3355659745479
bike,10,941.8266104756171
bike,11,933.7765957446809
bike,12,908.551850345669
bike,13,1006.5251875669882
bike,14,971.6523563589412
bike,15,966.8753846153846
bike,16,942.5820256776034
bike,17,979.9539862204724
bike,18,974.0378556313191
bike,19,934.6957779063042
bike,20,1080.052078958421
bike,21,1217.4453032104636
bike,22,1141.624908958485
bike,23,1113.1872909698998
taxi,0,823.2526652452026
taxi,1,1160.1238471673255
taxi,2,1219.0141414141415
taxi,3,1068.1007462686566
taxi,4,800.0902777777778
taxi,5,846.8604651162791
taxi,6,787.439024390244
taxi,7,1297.0253164556962
taxi,8,1088.1317567567567
taxi,9,1358.228971962617
taxi,10,1102.0566037735848
taxi,11,985.6898907103825
taxi,12,1123.0748362956033
taxi,13,1194.9665907365224
taxi,14,1118.1931524547804
taxi,15,1407.2362002567395
taxi,16,1279.94351732991
taxi,17,1137.3358425014476
taxi,18,1451.6518119490695
taxi,19,1138.773556231003
taxi,20,1088.6505733252866
taxi,21,1013.5106524633821
taxi,22,1115.885735080058
taxi,23,867.3220779220779
