ride_type,hour,mean
bike,0,1152.079482439926
bike,1,1904.1258106355383
bike,2,1369.7872763419482
bike,3,1941.7176470588236
bike,4,1663.9083333333333
bike,5,687.496
bike,6,626.4
bike,7,663.464509394572
bike,8,670.60529986053
bike,9,780.0474137931035
bike,10,858.812893081761
bike,11,880.0885826771654
bike,12,775.9418672930124
bike,13,941.7893605588393
bike,14,898.1568436434486
bike,15,995.5052182163188
bike,16,1045.9518563851489
bike,17,965.5831134564644
bike,18,927.2054412277643
bike,19,1030.8628117913831
bike,20,1111.6473007712082
bike,21,1116.4424778761063
bike,22,1079.6735598227474
bike,23,4448.034833091437
taxi,0,911.0893488137305
taxi,1,873.984257357974
taxi,2,824.2626552053487
taxi,3,904.105504587156
taxi,4,1139.6767676767677
taxi,5,918.3828125
taxi,6,721.556179775281
taxi,7,1092.2755417956657
taxi,8,865.0466321243523
taxi,9,716.05719237435
taxi,10,809.6132208157525
taxi,11,1026.85387131952
taxi,12,884.7052023121387
taxi,13,1074.8091228070175
taxi,14,1032.446743761412
taxi,15,911.7827346465817
taxi,16,1034.3913519430762
taxi,17,893.0719915922228
taxi,18,923.2828235294118
taxi,19,917.5425484016209
taxi,20,781.4473798181031
taxi,21,982.2657425742574
taxi,22,1041.9237392373923
taxi,23,1005.3276173285199
