ride_type,hour,mean
bike,0,1082.0031347962383
bike,1,1243.65625
bike,2,2011.0227272727273
bike,3,933.5052631578948
bike,4,1742.6739130434783
bike,5,807.1597633136095
bike,6,733.5886287625418
bike,7,718.6136865342163
bike,8,741.2672605790646
bike,9,806.6822107081174
bike,10,898.0440917107584
bike,11,1185.7187751813053
bike,12,961.8970802919708
bike,13,901.866391184573
bike,14,944.0098684210526
bike,15,1005.8076178179471
bike,16,936.9507163323782
bike,17,1015.1198922317019
bike,18,1159.364238410596
bike,19,989.9144072301967
bike,20,1034.2725880551302
bike,21,1021.6545265348595
bike,22,1083.207656612529
bike,23,1098.3979238754325
taxi,0,677.5145137880987
taxi,1,657.7035236938032
taxi,2,713.5123674911661
taxi,3,593.2980132450331
taxi,4,981.6988416988416
taxi,5,965.9190031152648
taxi,6,575.0466744457409
taxi,7,880.6497747747748
taxi,8,695.6582409972299
taxi,9,748.6233690924905
taxi,10,814.8579577866515
taxi,11,718.8527460864951
taxi,12,729.3613625535969
taxi,13,793.2723687453783
taxi,14,776.1889683350357
taxi,15,831.1604401969302
taxi,16,945.8888219343175
taxi,17,835.154563792234
taxi,18,754.0769704433498
taxi,19,773.5225746700626
taxi,20,635.9942495687177
taxi,21,724.3616203429923
taxi,22,632.684585261659
taxi,23,669.1856939838939
