ride_type,hour,mean
bike,0,1168.682561307902
bike,1,950.4
bike,2,1316.7966573816157
bike,3,1233.860655737705
bike,4,848.4634146341464
bike,5,560.0359281437126
bike,6,657.7870563674321
bike,7,826.7743315508021
bike,8,873.7281105990784
bike,9,957.3391927083334
bike,10,1133.4076677316293
bike,11,1086.4795686719638
bike,12,1149.759671179884
bike,13,1126.3161904761905
bike,14,1136.1277847835224
bike,15,1127.14168618267
bike,16,1048.1304026597709
bike,17,1078.9872727272727
bike,18,1143.3589449541284
bike,19,1039.5449141347424
bike,20,1108.498786407767
bike,21,1056.2133473462952
bike,22,1197.324754901961
bike,23,959.131558339859
taxi,0,1174.3667157584684
taxi,1,688.6822429906542
taxi,2,855.9976076555024
taxi,3,1306.3984375
taxi,4,725.416
taxi,5,1777.75
taxi,6,1024.6158192090395
taxi,7,659.7763578274761
taxi,8,747.2900188323918
taxi,9,466.75094339622643
taxi,10,763.2883959044368
taxi,11,889.6320754716982
taxi,12,958.7702503681885
taxi,13,953.7641242937854
taxi,14,1164.2096317280452
taxi,15,1123.084745762712
taxi,16,1405.0915141430949
taxi,17,825.2686781609195
taxi,18,1128.3526734926052
taxi,19,696.4255543822597
taxi,20,1047.171111111111
taxi,21,776.7579185520362
taxi,22,795.1451612903226
taxi,23,1096.3175182481752
