ride_type,hour,mean
bike,0,1155.6666666666667
bike,1,1430.923076923077
bike,2,899.9166666666666
bike,3,597.5
bike,4,701.2857142857143
bike,5,1157.421052631579
bike,6,727.6666666666666
bike,7,761.6283783783783
bike,8,838.3473053892216
bike,9,758.46
bike,10,984.5649350649351
bike,11,1056.7303370786517
bike,12,1220.3406593406594
bike,13,1538.6875
bike,14,1008.3405172413793
bike,15,1107.1919642857142
bike,16,1105.4899598393574
bike,17,1275.6033898305084
bike,18,1110.8411458333333
bike,19,1822.7694610778442
bike,20,1295.1083333333333
bike,21,1062.8878504672898
bike,22,1701.9054054054054
bike,23,1072.8695652173913
taxi,0,699.0
taxi,1,
taxi,2,607.0
taxi,3,
taxi,4,
taxi,5,
taxi,6,
taxi,7,635.2
taxi,8,1870.0
taxi,9,825.0
taxi,10,1153.0
taxi,11,973.0
taxi,12,964.5
taxi,13,
taxi,14,1228.3333333333333
taxi,15,1385.5
taxi,16,1771.0
taxi,17,
taxi,18,1219.0
taxi,19,306.0
taxi,20,1101.5
taxi,21,763.5
taxi,22,1500.5
taxi,23,817.3333333333334
