ride_type,hour,mean
bike,0,843.578947368421
bike,1,1333.3333333333333
bike,2,1058.3333333333333
bike,3,4929.619047619048
bike,4,1892.0689655172414
bike,5,2591.021739130435
bike,6,893.1012658227849
bike,7,667.01
bike,8,931.8768115942029
bike,9,667.4794520547945
bike,10,1121.3851851851853
bike,11,1104.12
bike,12,931.9554140127389
bike,13,1399.7808219178082
bike,14,1560.1491228070176
bike,15,1456.2411067193675
bike,16,1026.2467532467533
bike,17,1569.6288659793815
bike,18,1625.4338983050848
bike,19,1443.7907949790795
bike,20,1117.431111111111
bike,21,1188.890052356021
bike,22,1888.3392857142858
bike,23,1004.6073619631902
taxi,0,1540.1666666666667
taxi,1,546.4
taxi,2,1534.75
taxi,3,1200.857142857143
taxi,4,1232.142857142857
taxi,5,1603.2
taxi,6,1722.7777777777778
taxi,7,1767.642857142857
taxi,8,1664.8235294117646
taxi,9,1744.0416666666667
taxi,10,1478.2307692307693
taxi,11,1638.3125
taxi,12,1199.3333333333333
taxi,13,1449.3333333333333
taxi,14,2181.181818181818
taxi,15,1990.3333333333333
taxi,16,1825.6363636363637
taxi,17,1860.25
taxi,18,1972.5
taxi,19,1405.5
taxi,20,1758.2857142857142
taxi,21,1727.7333333333333
taxi,22,1874.3125
taxi,23,1647.090909090909
